"","word","mu","alpha","drift","A","B","C","resamplestdev","theta","maxRhat","medianRhat","total.freq","median.daily.p","mean.daily.p","sd.daily.p","freq.acorr","lpcor"
"cor390","atlanta",-7.06263623945104,0.622855130373655,0.54310961341474,-0.788414629404301,0.740102287636781,-0.106681678215315,1.89143811950952,0.00369594934452535,1.83161005424704,1.35185321294358,12.8259418939732,-9.44550696573666,-9.33146154243641,NA,0.73309681066705,0.999853818707396
"cor391","disha",-13.5822375479355,-0.0989995950066239,0.222569214051706,-0.967127873858191,0.0355350957173532,0.186908918571189,0.813102254334586,0.00195151767070137,2.00035855159676,1.57123863794724,4.12713438504509,-14.9717802470689,-14.7735928721731,NA,-0.093273519942354,0.972368918624961
"cor392","casual",-10.3017785338182,0.939786923257541,0.312500867186963,-0.763040430135203,0.505271358430687,-0.113583065120395,1.58302223924005,0.00450145322521403,2.43168121733775,1.17943868345816,10.4046869929075,-11.5599568117695,-11.5628170550413,NA,0.340374677381368,0.969376739295844
"cor393","deangelo",-8.57724449108342,2.73483767607378,1.12790618829489,-2.39048196300802,0.706779689196106,-0.213550870772918,2.3717307349846,0.00389126725098282,1.14794965069023,1.00273560654025,8.88627090207201,-13.9973438287926,-13.8051454741575,NA,0.711400660097551,0.964713662286439
"cor394","asassn",-9.45458568842165,-0.151366979120551,0.817191610713905,-1.12751884511073,0.743721897786207,0.161334257708825,1.72091610584002,0.00370873408670916,1.86356872193084,1.01516519624366,6.9177056098353,-14.2861966622053,-13.6951021940549,NA,0.820118489746376,0.985570377558353
"cor395","belgium",-7.14234120937023,0.59968101020532,0.812818828986529,-1.52164353054573,0.686769496352934,-0.0970788579812166,1.76064498809863,0.00285978532090039,1.22400950169668,1.01924836861041,11.3889256450935,-11.2198203812042,-11.1078104070676,NA,0.743149960575227,0.996912486460379
"cor396","bullied",-9.99953319950717,1.47754534812944,0.682908237169359,-1.75907314728198,0.505697297644565,-0.0351703442329934,1.42640146754177,0.00445776597904576,1.52459472352497,1.08452301873688,9.40071276695985,-12.7511870240889,-12.7508645514052,NA,0.432170924398665,0.960188943512109
"cor397","adn",-11.2824114072744,0.400824769927962,0.254312224415304,-2.13353016635135,0.379166286188737,-0.238317602712768,1.32745614761047,0.00555274060487597,3.88050397135768,1.71593743923707,6.49526555593701,-14.9302461534615,-14.7202767597204,NA,-0.0181084674784351,0.661851134448837
"cor398","aso",-9.23363022249572,3.068648146412,1.29726943243665,-3.12241801791192,0.546890584828672,-0.164773988321982,1.98515670766115,0.00537541221810765,1.68712616895357,1.04628127210473,8.33591109419694,-14.1424461790962,-13.9099849916229,NA,0.306841063078721,0.972156862261372
"cor399","basketballs",-11.8348525703955,0.546633335718742,0.162633374475678,-1.59952340815577,0.443064066586569,0.0995046143623328,0.563657148207247,0.0115307308325859,5.27929129750351,1.40232630612476,6.68710860786651,-14.8160295642551,-14.6704515175741,NA,0.28349367074256,0.671507674515097
"cor400","arn",-11.9758595541997,2.2810752328477,0.824000527701617,-2.40411371935767,0.247841660104978,-0.0033390933443842,0.86466707934239,0.00315314709469046,1.41062597446928,1.04829034319386,6.98378996525813,-14.6535845806811,-14.5181023732531,NA,0.122167789759858,0.938976805289079
"cor401","console",-8.59164156245413,-0.114825649984132,0.556388128699844,-0.747054377810334,0.646676168807422,-0.167306149177977,1.46384001800828,0.00310746993798105,2.15121201080078,1.27872613119312,11.2815733151061,-10.7478967667775,-10.8271961319411,NA,0.530896304682418,0.997762709925077
"cor402","dku",-12.3677051988667,0.360967049403957,0.214934758073403,-1.67801204699137,0.263871927950588,-0.0246167974148192,0.50902796735267,0.00247144638108258,2.05599969311386,1.25246690743117,5.91620206260743,-14.9788929034635,-14.782987378182,NA,-0.113999688611655,0.619619747714512
"cor403","councilman",-10.1107828218059,0.140410246406659,0.694644746943543,-1.58664026841696,0.469534022150503,-0.0378758920157949,2.18247170481989,0.00383066891154886,1.2790728446506,1.02754683074271,9.16398224799803,-13.0541635742007,-13.0737934429231,NA,0.427655249237208,0.964628371899267
"cor404","akili",-11.9057438635166,0.530158215558983,0.203679012253654,-1.37592880835379,0.527475196367283,0.203383764645486,0.750667128245799,0.00665023208451073,2.94287562648039,1.18080681013625,5.50533153593236,-14.8329984963177,-14.6878741881057,NA,0.374083375443571,0.833416406097749
"cor405","ahmedabad",-9.34507803438386,3.18133163066648,1.2177028998416,-3.2737394031989,0.492817523512243,-0.098608375207151,0.734010323936028,0.00452411758330297,1.24418719237611,1.01211871711298,8.22362717580548,-14.0902066557243,-13.9578782122343,NA,0.5123503525233,0.966574861435774
"cor406","apprehension",-10.5664467802979,2.70659108821731,0.850041771100139,-1.95397228149079,0.530315434250989,-0.0669685731816353,1.54715475972337,0.00269557171526552,1.22552109993743,1.01631573457464,8.80941494391005,-13.4788491434501,-13.4618726371763,NA,0.497447996608355,0.934760570510808
"cor407","dewees",-12.2134444876293,0.575483716726184,0.131530579785662,-1.38486490403628,0.499307079803399,0.199365432633056,1.17527793868612,0.00512044323657441,2.55604281568543,1.77703022575749,5.52146091786225,-15.2117970500676,-14.8937002657751,NA,0.559258037599189,0.667223045810412
"cor408","culpepper",-10.4728168893927,2.76643477327827,0.972109458220002,-2.75313896209102,0.47390778702561,0.10297974707265,1.59080113016703,0.0072239806889273,1.2800473484061,1.02341128787215,7.21744343169653,-14.5598454371694,-14.3359826139178,NA,0.42386873723829,0.958575712928308
"cor409","daniele",-10.8389317429556,2.7494126215846,0.99355366550174,-2.81232188420259,0.391812942989041,0.11727277044112,0.808859457382538,0.00392091974939747,1.15226207855706,1.01339796603331,7.35115822643069,-14.450251428883,-14.2901488920029,NA,0.332352825134282,0.952258606331855
"cor410","baldur",-11.3705281176454,0.51530424847012,0.283525519007895,-0.811167167637966,0.783832322557617,-0.274051583586856,1.25405918341805,0.00849892697393986,2.69318103256716,1.07077125115569,5.48479693349065,-14.9733648660356,-14.6180015296466,NA,0.0745624309260643,0.884998051276837
"cor411","crosstabs",-13.0020723993914,0.478814843478435,0.139570225410077,-1.17133357111229,0.432374440441201,0.195273896408896,0.512401791000913,0.00259813186857713,4.34688494941917,3.01430064650298,5.00394630594546,-15.1298390144334,-15.0301979779276,NA,0.983063729567139,0.773634237211259
"cor412","bookended",-12.8827489056308,0.537346782162624,0.0946489596269316,-0.715229574146921,0.585670100944077,0.349707932887049,0.877849105564714,0.00496181604019744,5.33800524758297,2.64991576275825,6.87316383421252,-14.7583176384789,-14.6921218159043,NA,0.273764494541962,0.451781309241671
"cor413","chopper",-10.516027130491,2.80349557101193,1.00776982712926,-2.83562665003742,0.331364746453192,-0.0190891694211673,1.82810330163969,0.00264514507215755,1.27636115546276,1.03163880824181,8.44848599340645,-13.76042802901,-13.7255746268594,NA,0.15428357899508,0.949561250145001
"cor414","alr",-12.4931637918041,0.434638808181357,0.422691718588162,-1.80481495519858,0.181878310739556,-0.164348818515619,0.197146267680409,0.0125480493756018,2.09727931465123,1.02484680321773,6.23832462503951,-14.9309536900087,-14.6834647402366,NA,-0.0463733530846513,0.838359023348725
"cor415","artists",-8.77834688233504,0.983969317106412,0.457301936684986,-1.10995075723157,0.557688213795542,-0.120935127605239,1.35732308143934,0.00494185260547441,1.49811869181766,1.07536489021952,11.2643871796361,-10.7852731364725,-10.7667363977581,NA,0.530159254159035,0.995551704607838
"cor416","backfired",-10.0277919665999,1.60103506437623,0.513921980485846,-1.95933263204613,0.501929561880471,-0.0167434956662685,1.98223529482696,0.00571866047174978,1.13697911630229,1.01975935868582,8.71702717329482,-13.3665762044572,-13.409337570776,NA,0.457860738054228,0.885000801009427
"cor417","announcers",-11.4265639728407,2.47206305198652,0.814234782139514,-2.17924067839907,0.336145950839043,0.0890375633240218,0.869157649679603,0.00296866721499873,1.3036807146255,1.05000518070486,8.19063168090354,-13.9180691621667,-13.9044680209854,NA,0.236360858866942,0.926191398328405
"cor418","akq",-12.3858555099744,0.241232806661588,0.371600852171243,-1.78901956611445,0.190554547763613,-0.0795063439722518,0.282954412827343,0.00937044239580979,2.25203334581031,1.08262656604899,6.23244801655052,-14.844027026495,-14.6700615538627,NA,0.400937341804016,0.813243443019427
"cor419","christy",-9.43913618233095,3.03554235327341,1.12567501039142,-3.4982179443396,0.381393184709679,-0.097931303389274,2.39994609683026,0.00545362792188953,1.10039693096599,1.00795805410502,8.64135583403666,-13.8880811107991,-13.7939429304567,NA,0.499307564135739,0.955347937259926
"cor420","caliphate",-9.26434733535162,-0.0905989281589356,0.181560585333136,0.0115842075985508,1.0064952412798,-0.326868404713498,2.58798274645987,0.0292570425890929,3.03488328821617,1.33445256329765,11.6495869537287,-10.1201296589494,-10.8019494081981,NA,0.91327541492123,0.977282150272068
"cor421","arty",-12.9011348512257,0.536793577042717,0.0910934627846041,-1.42354343842555,0.210551992395685,0.0342059038253097,0.319497435049752,0.00342136407131811,5.97545191168915,4.04707096686002,6.37331978957701,-14.9241263113875,-14.8095682817987,NA,0.294708787405083,0.471610229025421
"cor422","accomplish",-10.3185604224473,0.818083635288524,0.258153809453475,-0.800291713160634,0.404357577454915,-0.0347692231263809,1.1155362987546,0.00342060834175044,2.36479818829709,1.39539302876261,10.4514933474264,-11.4898935039844,-11.4934592190921,NA,0.265461315536372,0.970351300636357
"cor423","backbenchers",-11.8496956646389,1.78479634624429,0.668494432891558,-1.45828840796557,0.569096420967072,-0.0248271463637756,1.58866298723702,0.00232285150460264,1.34887824236614,1.05874434738492,7.31654817718298,-14.4382910809667,-14.350546381641,NA,0.409075173478474,0.912173023841459
"cor424","dennehy",-11.3209863468222,0.509410882211872,0.456078061669025,-1.7663771035837,0.485060197870914,0.339504668632643,1.59103593765313,0.0080322360659603,1.22551073302183,1.0322101481136,6.20455776256869,-14.8215599713832,-14.6040045934586,NA,0.787102108447749,0.893318907324171
"cor425","dozed",-11.7863546933692,0.468579818763032,0.256181125610823,-1.83287338786106,0.383760041782807,0.149738142814593,0.958944302939094,0.0075021673204503,2.56433667493829,1.33554111142914,6.17586727010576,-14.9527767509291,-14.7367992594532,NA,0.267498135071942,0.730217277972643
"cor426","cabana",-10.3824771379992,2.36795392054154,0.863893292023194,-2.3768027949282,0.556867443185061,-0.0552739065996782,1.3315592602368,0.0079076919994359,1.18290457916387,1.0056923306441,7.28344822875663,-14.5315176972201,-14.3238959728916,NA,0.234634609784449,0.938616437771341
"cor427","culinary",-10.3543898778,2.13696527150657,0.898845250855231,-2.40102494339029,0.403617787919174,-0.0379654987716343,1.53724083601993,0.00385179720170759,1.60269534034705,1.08271138805629,8.85580599253656,-13.3714543634463,-13.3800059622919,NA,0.249861353916534,0.94996983199652
"cor428","addendum",-12.0254024380131,0.672318127211216,0.158589653321174,-0.851269228154469,0.688415195995492,0.113137880000552,1.03349277558646,0.0185047308955821,4.69154353845474,1.2544490571127,7.09837563859079,-14.7319040845549,-14.6016436930674,NA,0.313013968051606,0.668878488970745
"cor429","crushes",-10.9710941309391,2.68782089558242,0.650405876959238,-1.35888080985011,0.703815670996036,-0.251122831710499,1.82648198742576,0.00240790497116665,1.96496314969744,1.11115306512492,8.15104494568502,-14.0430263105637,-14.011059018058,NA,0.647892211523141,0.858660402122796
"cor430","absent",-10.5952763531819,1.19936120184071,0.265786026031851,-0.794597924058521,0.338986470288028,-0.0187556214841747,1.25785048189219,0.00221809364043009,2.67621090404562,1.5122606742753,10.3588216077974,-11.5839742387351,-11.5982646826411,NA,0.207212239569493,0.957303746194604
"cor431","apprised",-11.8894641485776,0.539575194236062,0.176882200859345,-2.01333473982848,0.229625742299234,0.16186110802413,0.982144203545487,0.0201857290759986,2.33066047554559,1.21995353743289,7.23201033166476,-14.6231111672652,-14.5277847469397,NA,0.232741837508211,0.63184481755316
"cor432","darshan",-11.8247458894353,0.342632123146357,0.374044500506825,-1.39188159563614,0.521549789644628,-0.0126633006874184,0.554525724980432,0.00677960047408844,2.19256007350612,1.21231080554661,5.5683445037611,-14.8378013794435,-14.6234751908812,NA,0.0594935591660798,0.854470408880615
"cor433","cve",-9.14352326971452,2.89145613684066,1.27767752982664,-4.17163016959695,0.310965932514989,-0.111618342086559,2.13602837629171,0.00483274746601539,1.23090050943433,1.0087501029599,8.20903626577507,-13.9703744119938,-13.8837225505327,NA,0.0340713780392322,0.967668454635762
"cor434","cnnmoney",-11.3119855254383,-1.56158058783203,0.687532217982292,-0.327919110196312,0.524788989873536,-0.0871979042625517,0.689715301631175,0.00183852365606525,1.30033980008879,1.03108695630116,9.16837188715368,-12.8792029412795,-12.9917871185525,NA,0.369155001148033,0.956083429266481
"cor435","cloning",-9.37734621820279,3.16880915049753,1.21730279601726,-3.14018096537146,0.539121395914743,-0.144638812774064,1.44085116666384,0.00492225733440886,1.22431549562235,1.00294621542453,8.36613771649628,-14.4369313128515,-14.1783973637112,NA,0.682810882698033,0.96458687848108
"cor436","considerate",-12.3936990459932,0.712584928525778,0.22795895300398,-0.537557238888971,0.749816855936807,0.0302115030977636,0.891723207656669,0.0121589292847467,1.60843453708121,1.09164953954762,7.64778604544093,-14.2897499951622,-14.3071227504532,NA,0.342691022757988,0.695009788928038
"cor437","ayq",-11.5798815086589,0.231620310911258,0.296573710876259,-2.18200874007015,0.307085160977911,-0.134911811603899,1.03122806548195,0.00795012878127091,2.9961056494611,1.24570628577331,5.99146454710798,-15.0332264419519,-14.7807485420194,NA,-0.103614512587519,0.756495656254375
"cor438","bower",-10.6767779433833,2.80091506737388,1.09483314375025,-2.88417362574682,0.387507611277236,-0.10933326873628,1.94676204282719,0.00452727396547277,1.22475971920638,1.01706228594787,7.66387725870347,-14.2642472352602,-14.1213532511161,NA,0.21437750607013,0.955135630875933
"cor439","careening",-12.2451087857527,0.567722820393995,0.268602543789864,-1.1652616677823,0.463862679561004,-0.0890829979118704,0.301205906935399,0.0151303761925885,3.1174086940116,1.04603033157877,7.51914995766982,-14.3538849068673,-14.3602137027701,NA,0.180549609119913,0.695812321211584
"cor440","discos",-13.9258073764542,-0.103482913155811,0.176127069260558,-0.839471564564779,0.000735920910126741,0.162619481896688,0.731644578291827,0.00198806934306002,2.11226560234604,1.62682203306907,4.9416424226093,-14.9782365900647,-14.8953315862656,NA,0.333294805542595,0.922021933576805
"cor441","auditorium",-9.16204990998608,2.54659452312305,0.964316898832689,-2.50066958479064,0.45707782606895,-0.0801491013427625,2.27770611481585,0.00346644251226262,1.47984307413226,1.07439367391297,9.80250632268201,-12.5518731545058,-12.5000740755644,NA,0.28979444869376,0.971495283669981
"cor442","acreage",-10.7010113675724,3.09027966670587,1.13237048138212,-2.81802941672514,0.375052087672324,-0.0107740502356952,0.78308510530688,0.00384417628409653,1.16398019465471,1.01259329476727,8.31213510764841,-14.0028157867206,-13.9109286456914,NA,0.331895259787234,0.956106095931021
"cor443","catechism",-12.154152883011,0.594173501014328,0.311853576391126,-1.70209640589064,0.345842476752794,0.216379045274277,0.277397313185258,0.0132039408179278,3.27362951784141,1.0884527639448,6.48463523563525,-14.8523416372364,-14.6512276116047,NA,0.208345260380574,0.801491656933944
"cor444","buckley",-9.6675343872272,1.58545722921446,0.939760859513265,-2.82027645999053,0.412237231679201,-0.0723682828896532,0.639415042500791,0.00734661552576998,1.09205649467826,1.00103525877624,8.84476882752969,-13.5226520671723,-13.5079518422646,NA,0.209090199094303,0.956453334157002
"cor445","bev",-11.8157679964089,2.38464852478545,0.708876704696349,-2.30714591385338,0.280916445238995,-0.071190258293889,0.57491116957007,0.00616190308043428,1.7130687381225,1.09403873878665,7.3004728142678,-14.5040642043821,-14.418194783227,NA,0.124755934966514,0.907501002439438
"cor446","carpeting",-11.330398163256,0.92174750580932,0.420105032005823,-1.30660403836049,0.645791307764232,-0.196636778201161,1.63594089006395,0.00681751191614849,1.40098988552262,1.06593353043638,6.79122146272619,-14.739997211328,-14.6203151803319,NA,0.262692821755166,0.832541784428757
"cor447","archeologist",-12.4893764180633,0.551627509508873,0.38075811363525,-1.17749190064738,0.455776705127034,-0.103253467291998,0.461817427638165,0.00525982996206772,2.03871050570799,1.21072917146677,6.43615036836943,-14.6476496018559,-14.5721233479715,NA,0.141159576720681,0.838418180381626
"cor448","delanie",-10.6316465214056,2.55165772175918,1.13875413310979,-2.23385696994429,0.594516401253576,0.00938757102112856,1.89044382473245,0.0040398578201351,1.04086818975277,1.00297582730489,7.78239033558746,-14.200994455505,-14.0000803997827,NA,0.3358702306622,0.97262274467444
"cor449","canyon",-8.15544179189821,1.06279223855554,1.0048382669258,-2.11669778121665,0.570768137308439,-0.0555540468650124,2.18859744528688,0.00204260667523814,1.63965175013725,1.1006310861595,10.6235687343362,-11.9476389417329,-11.8631438959661,NA,0.565684503064381,0.991549477541632
"cor450","ccu",-12.1630386739741,1.89509910687689,0.692192692459626,-2.2786166643972,0.208459676457471,-0.0803866479794124,0.516387276027975,0.00581041677046811,1.32685531939152,1.03099509446578,6.53233429222235,-14.719073838353,-14.5635903345929,NA,-0.0128516491159845,0.918123491454118
"cor451","brightening",-12.4740206068866,1.42740124502577,0.400510852451368,-0.939644851878375,0.62827927633565,0.0845661924458056,0.612189386688631,0.0165544692575568,1.63202231016184,1.1132646052282,7.34987370473834,-14.4555152785117,-14.4152438829306,NA,0.399670772631833,0.833702320280082
"cor452","beverley",-8.29254137375552,2.67429142225593,1.50025753561299,-3.08287109104644,0.642016454947366,-0.260126570818633,2.33682534569411,0.00180212635450066,1.13325110130033,1.0086973963522,8.94845599234554,-13.956058495712,-13.7158523572538,NA,0.293965131552167,0.980325883984604
"cor453","binary",-9.8625165777584,0.725737925511767,0.738550151273482,-1.36962995742646,0.614639862085332,-0.0457250358020825,1.68996840077958,0.00392559953244801,1.7573592856902,1.18534898833021,9.53950022387427,-12.7296962126634,-12.7502954294088,NA,0.5006209323326,0.968302594395688
"cor454","destiny",-8.55924643741647,2.23771813963776,0.881712022701797,-1.67413192214683,0.650438518469555,-0.177920249509913,1.91962164380931,0.00375475281563425,3.0134422311051,1.43689384209457,10.7047489538255,-11.6609786919583,-11.5280924524132,NA,0.630263547234109,0.99499929397582
"cor455","biletnikoff",-10.9801419198117,1.9698637677102,0.829023088409988,-2.54970069760447,0.435232856333949,-0.0283975870646127,0.567637422961423,0.00395822813849192,1.68233442419151,1.01912376360374,6.67708346124714,-14.8487850728442,-14.5802745486534,NA,0.109139467576037,0.944691104232001
"cor456","downbeat",-11.7369465151056,2.20724623482217,0.638057128596229,-1.55627879285839,0.50511947450934,-0.142763826667191,0.935260609967748,0.00389622797127483,1.48091451369811,1.07057466374727,7.95402108727804,-14.0737727666471,-14.0986507220585,NA,0.233965548276637,0.891321415946591
"cor457","contains",-9.42152233510684,-0.105388660615679,0.259203711654287,-0.364681877892095,0.661573318365351,-0.185446234778473,1.13032507251771,0.00174413599252565,1.38988970760089,1.05992640467033,11.3915823497441,-10.5658175004742,-10.5623112293337,NA,0.519522147838211,0.98792671106451
"cor458","ajo",-12.2199344665858,0.805907970485131,0.466964964634241,-1.60038507638552,0.380609119924217,-0.125677907968847,0.423482115218936,0.00751274810051319,2.4355931334103,1.04036418186438,6.29341927884648,-14.6775901257278,-14.6159509061231,NA,0.0297144000951618,0.873408723710952
"cor459","canoodling",-13.3261372224117,0.386751948595787,0.183954551594925,-0.384650522035148,0.736513796708942,-0.0743710565894283,1.01760834028358,0.00311265393200231,1.5670403457628,1.11554786619019,6.23832462503951,-14.8767076958779,-14.7417464496039,NA,0.190742024814768,0.698093298742246
"cor460","aaak",-14.4128410468817,-0.212403372438824,0.167314620862217,-0.748604805635329,0.0977186467582588,0.133957542625322,0.711367735752709,0.00185124953930783,6.52932117411216,1.03515356849767,2.89037175789616,-15.1961586124465,-15.1504326117338,NA,NA,0.983075470354513
"cor461","coasting",-12.5913173309281,0.553855344806804,0.170420652539461,-1.51438645345361,0.181534180702761,0.187933387425552,0.358887704149284,0.0161314143912142,4.88339399409978,1.29279266923977,7.36327958696304,-14.5524363180364,-14.4896270959328,NA,0.0840388792805359,0.560117764061751
"cor462","affliction",-11.0799383832376,0.957804337421823,0.26260482153723,-2.07592665982525,0.408623428601624,-0.250145092633878,1.7514012845984,0.0135719179662323,3.79921588910599,1.84599594065561,7.32646561384032,-14.5618818676501,-14.4963809908999,NA,0.154970295371413,0.671920316333217
"cor463","balingit",-14.0877244675412,0.00700293243067912,0.110728370907654,-0.954419321539722,-0.154319936603382,0.188251452909877,0.712839162240547,0.00224241055879535,3.38370600400163,2.52261142187836,4.99043258677874,-15.127113430564,-14.9877921662241,NA,0.464773813172977,0.824168975488727
"cor464","choir",-8.13907358046276,2.09567198865342,1.11927335232497,-2.95471581516473,0.546219420113803,-0.0910586433417803,2.36193078494117,0.00216292308297528,1.06188808546175,1.00338925264635,9.54230245311951,-12.9562147669731,-12.9371320033576,NA,0.500957228346515,0.976510091941014
"cor465","babka",-13.7377032843288,-0.152434317159777,0.162536083010272,-0.756444290527953,0.0964566198809345,0.059353824911342,0.808663755148758,0.00213377132060613,3.43327180665948,2.33538122353151,3.93182563272433,-14.9933699444517,-14.7628633794738,NA,NA,0.981612369068403
"cor466","berea",-11.1647083193923,2.69778829156448,0.915105175946095,-2.35844635352296,0.442424990901765,0.11951343454633,1.78596542670277,0.00402574878511495,1.24493861388365,1.02191119957988,7.67368812926773,-14.3199109339647,-14.2299435688614,NA,0.392175784936609,0.9376594457326
"cor467","dressed",-9.132383599262,2.21728332455425,0.457721222387989,-1.15550565047964,0.513882155209513,0.0352325672515666,1.32693711169582,0.00213082524021989,2.26619729215248,1.25749703561146,11.1489956968909,-10.8643464266822,-10.8321446654236,NA,0.540215001989855,0.993073496703105
"cor468","altamira",-12.4099955396537,0.120235641667718,0.311663767892878,-1.08745729682085,0.544751754760102,0.229524966147293,0.478535851936993,0.00410414384620449,2.85062123178386,1.06640246631514,4.91998092582813,-14.9175625482105,-14.7065798752859,NA,0.357714122582018,0.841702064701585
"cor469","coinciding",-11.4528401985634,2.50874105489565,0.629615566064304,-1.92520909353737,0.380959980607186,0.0039941014714397,0.821582543848436,0.00334786370142835,1.40947385044694,1.07079425291974,8.16251625014018,-13.9036109459328,-13.929181860566,NA,0.261252051320014,0.879969211326533
"cor470","decadal",-11.3211254584711,1.80944943675642,0.793602239718499,-1.79678825587904,0.574012835435112,0.066528560763303,0.78077697236211,0.00310385893064399,1.21726727997206,1.0363088832404,6.8596149036542,-14.6745688803066,-14.4518777343495,NA,0.383595342997645,0.944354819990134
"cor471","crunchers",-13.9433660871081,0.0128851305180159,0.108050854160295,-0.617157742841655,0.256852109056326,0.136925561490309,0.947641802663883,0.00180669615502849,1.90511528373196,1.14481641486783,6.12029741895095,-15.0502084744191,-14.8965213566721,NA,0.298337938328466,0.819275030612002
"cor472","asss",-14.0832401122521,-0.121229622300121,0.135172519642767,-0.893007741308813,-0.152261268112709,0.180562366034424,0.766773197191677,0.00205971483623352,2.75746003512803,1.0732576873773,3.76120011569356,-15.1482346557793,-14.9581868647249,NA,-0.118547742553989,0.923619630988375
"cor473","aadhar",-11.8619199554775,0.222109763303355,0.790243482962322,-1.71699890581749,0.341810743140375,0.120519743828116,0.745690038711047,0.00298061246112808,1.2546073781677,1.03002046694007,5.71373280550937,-14.707506548087,-14.4456595638861,NA,0.299345801739194,0.972923147012284
"cor474","claims",-8.01886687671663,-1.12451426727442,0.260042946344167,-0.414280402257681,0.453717197249382,0.0925967515113737,1.10802524977127,0.00163377183229777,2.74898947887685,1.51129626352126,12.9033438107637,-9.0434046493531,-9.04989100725265,NA,0.49703985686569,0.99862110291825
"cor475","deathbed",-10.4267019402062,1.95887031691355,0.503743431708187,-2.15831057778149,0.554443506926794,-0.0412471173888687,0.714802893759709,0.00280673926013196,1.33083863146334,1.00856657718963,7.07157336421153,-14.6789687003394,-14.5893322243883,NA,0.126398623597508,0.834329371572715
"cor476","dinosaurs",-8.98462836103071,1.44861637364258,1.19570432029656,-2.20237333743645,0.573080390281028,0.0697999114487705,1.57205304056646,0.00616834968657602,1.28884721625244,1.0266248234944,10.2300537430379,-12.4502651229885,-12.4107649467503,NA,0.51307242256118,0.988193399013621
"cor477","consisted",-11.1690883205138,1.00385024735692,0.400172515604202,-1.42753853409736,0.205352295780749,-0.0023494738769916,0.837022822986356,0.00396510091998341,2.81533293087757,1.33417254287082,9.2369823029226,-12.7511447725803,-12.7888085198378,NA,0.101163528843078,0.918688511707184
"cor478","cameramen",-12.4735842625692,0.515959480637658,0.207879423810651,-1.37116583228546,0.344567612454256,-0.000483735714286393,0.189178731116024,0.0134173476144333,2.16572420951832,1.05262255507514,7.02642680869964,-14.6244568074194,-14.5539574600645,NA,0.107889422529377,0.635651177787598
"cor479","bothering",-11.7567177427294,2.04871918742524,0.545250409016269,-1.37897869846792,0.407286455644485,-0.0535655125980811,0.905661383031996,0.00281722188203988,1.23526570223714,1.04255979425044,8.53286967080125,-13.4913454437371,-13.5393701238725,NA,0.217042934954645,0.892594548835365
"cor480","angel",-9.11365292433152,1.53548431927036,0.659802083552809,-1.62845835267715,0.490197196103047,-0.0726854574872792,2.09893634657241,0.00223318632787346,1.28709591515449,1.05669947273407,10.5984331150375,-11.5060355045422,-11.4741251814302,NA,0.37882261401484,0.991952928964076
"cor481","bosch",-9.10074105988685,1.28968548864272,1.1077763236845,-1.39522864760421,0.831815674347832,-0.348655411817285,2.402096631169,0.00591815324129959,1.52852776621813,1.0165155725735,9.74220315480797,-13.9412897611142,-13.5432102110222,NA,0.868471875452048,0.982135854652743
"cor482","adr",-10.3638604188361,3.17208916536458,1.16216414916939,-3.39877611832487,0.277152707747159,0.0198852388869481,1.94922776276344,0.00468230837993052,1.06596461857997,1.0043585043131,8.32142158689788,-13.9809831876583,-13.9391116506325,NA,0.244392328381171,0.954557252975409
"cor483","deab",-11.206206905971,0.0378793511407294,0.386855153448152,-1.52146592022063,0.521670255392678,-0.313309024035822,0.412946915469625,0.00430195497358472,2.52641730166545,1.06953283590449,4.79579054559674,-14.4162954344616,-14.3576986027522,NA,NA,0.890748095934776
"cor484","cater",-9.36301610199551,1.45688327504508,0.426925928338004,-2.52213128239055,0.398026803396486,-0.106453828199387,2.03489032087664,0.0043933673373848,1.55119578765107,1.0321443876174,8.86742743852498,-13.1279532803007,-13.2122521612605,NA,0.0927306270518428,0.867440320174291
"cor485","ascertaining",-13.4361845467677,0.268704295559129,0.234360893224388,-1.07848066680499,0.156718601829944,0.147740315685199,0.438615944683104,0.00435226802970368,5.49885076935739,1.57423716700571,6.0282785202307,-15.0207226940013,-14.8401935141581,NA,0.164230729528064,0.758582990150518
"cor486","desolate",-11.1921899493208,2.11269870837536,0.534991602181205,-2.23821918125627,0.353957366194163,0.0138366613573877,0.30593721052613,0.00702927858637739,2.31257179221787,1.00687617215138,7.86211221166275,-14.1987368737345,-14.1878918405155,NA,0.254309743944448,0.842258026765786
"cor487","catalogue",-10.8551881167742,0.417271373559442,0.521605593196831,-1.54277172892716,0.451931446356406,0.0224476057337639,1.06472091995491,0.00882409959125421,1.28181761683466,1.03238900268019,8.60079877527103,-13.539694911276,-13.5679236072138,NA,0.346898936478867,0.903566625048565
"cor488","coloured",-11.3195611969387,1.53300818985475,0.654024469657464,-1.88726854298674,0.304061750712765,-0.100289943828377,1.46467754582798,0.0027628482191159,1.31428934449966,1.06636151683142,8.56254889313703,-13.4478801627194,-13.5460625948796,NA,0.139004951128472,0.932458688874123
"cor489","agronomy",-12.7241614201424,0.366851202185831,0.190596265417911,-1.38454115911056,0.361689341413993,0.0723100605352471,0.389290208305903,0.00582010953850726,3.51296593662146,1.52648835886831,5.42053499927229,-14.977748544622,-14.874551213573,NA,0.613147758194423,0.703542650803205
