word,mu,scale,A,B,C,theta,jump,maxRhat,medianRhat,lastRhats,divergent,total.freq,median.daily.p,mean.daily.p,sd.daily.p,freq.acorr,lpcor
aa/jj,-14.61000443,0.379376324,2.104420494,0.905564877,-0.03449629,2.242211941,3.476665491,1.079903302,1.000684156,1.021803192,285,9.081711229,-13.88613692,-13.58231673,1.322435435,0.798635909,0.855986988
aa/nn,-14.04450565,0.470184127,1.90217716,0.943232456,-0.127451089,1.985182654,3.2838324,1.908574836,1.002541873,1.020822451,0,10.12426831,-13.65005948,-13.18166773,1.618086157,0.84018029,0.92284533
aaron/nnp,-10.45669496,0.327835351,0.589638346,0.592903932,-0.09392611,2.95688195,2.482892449,1.013162187,1.001242068,1.013162187,0,11.71275126,-10.16494756,-10.15254173,0.471316751,0.402582287,0.930724214
abadi/nnp,-12.47782501,0.985551937,-0.751513494,0.709013773,-0.167525542,1.377529681,1.145073133,2.248716505,1.000646856,1.00529485,192,9.584933816,-12.77794939,-12.8113296,1.318187914,0.477816027,0.977615513
abandon/vb,-11.64645561,0.263233493,0.201187948,0.556228452,0.055274497,2.42217588,1.966429626,1.004933645,1.000099528,1.004933645,0,10.299811,-11.58290086,-11.55889196,0.400817413,0.418133671,0.965918705
abbas/nnp,-12.67127476,0.875005757,1.333745236,0.637023795,-0.132431711,1.608268255,1.253209943,1.046023176,1.001998379,1.037323223,0,10.38313206,-12.02467908,-12.036023,1.221925781,0.464722499,0.939965948
abbey/nnp,-12.98812206,0.780734215,0.101165928,0.83455524,-0.160566641,0.85750534,1.101636956,1.407096313,1.000139299,1.010325043,128,9.586925781,-12.96724057,-12.90537296,1.156509189,0.649586129,0.982458788
abbott/nnp,-11.8419808,0.693598301,-0.06637559,0.779285538,-0.092717911,0.405410039,1.554570428,1.044521339,1.002596425,1.039481973,0,10.50182943,-11.86039605,-11.87379867,1.121382597,0.50583539,0.992498394
abby/nnp,-13.01193602,0.712532203,0.306243853,0.706168474,-0.022004663,0.653447305,1.468778377,1.635120594,1.000560241,1.013393539,26,9.48128312,-12.96942345,-12.91173833,1.099345719,0.407435079,0.980971494
abdel/nnp,-12.33629043,0.782451881,-0.476101003,0.556063656,-0.02832603,3.103487267,1.017707353,1.013684851,1.000531945,1.009622406,0,9.624368711,-12.56869501,-12.61250503,1.030116735,0.416343654,0.973007534
abdeslam/nnp,-12.89819911,0.599960219,-0.811203931,0.921007173,-0.124092133,0.428870448,3.212149924,1.039149801,1.000218209,1.039149801,0,9.752083098,-13.3482013,-12.84714428,1.893915815,0.766565168,0.987378602
abdomen/nns,-13.18351953,0.493148176,0.20034067,0.746837231,-0.04324772,0.178589997,1.653167854,1.029896675,1.001309104,1.028169123,0,8.971067439,-13.1093186,-13.1493537,0.918607328,0.359232795,0.966600739
abdominal/jj,-12.84138487,0.57586729,0.117672224,0.53955985,-0.019431702,3.395754138,1.02677283,1.002784824,0.999938255,1.00271919,2,9.227590725,-12.75385984,-12.84285348,0.819122346,0.388070664,0.96342159
abducted/vbn,-12.40177577,0.707822582,-0.702159315,0.60592412,-0.000227201,0.858838638,1.368974072,1.441238539,1.000848605,1.042152035,89,9.499571244,-12.69930016,-12.79521469,1.066786218,0.374980403,0.962479332
abduction/nn,-12.48587274,0.744301458,-0.656989164,0.53678173,-0.004577458,2.233723423,1.536338318,1.003686185,1.000111744,1.003524583,0,9.461410326,-12.84002334,-12.84766371,1.050090352,0.404414469,0.965010228
abdullah/nnp,-11.87658758,0.627835229,-0.086734039,0.571332294,-0.094386511,2.230870376,1.327544889,1.02502183,1.000524707,1.02502183,0,10.14392077,-11.93556676,-11.9402352,0.824293924,0.445609331,0.988155004
abdul/nnp,-11.77284644,0.586758596,-0.363784641,0.499810914,-0.013018989,2.009352295,1.25098631,1.017713885,1.00038605,1.017713885,0,10.07483242,-11.94599666,-11.98253978,0.761656662,0.289398621,0.97490449
abedin/nnp,-13.73643201,1.091672669,-0.320641403,0.8364556,-0.235807435,1.371285501,0.135619126,2.315227753,1.001755873,1.07068802,154,9.478610241,-13.6351882,-13.36184727,1.453853569,0.537136542,0.98347741
abel/nnp,-13.70635803,0.5231121,0.593435718,0.885405411,-0.018810666,-0.24720843,1.866836672,1.218593427,1.004106329,1.070863483,30,8.814033202,-13.54475876,-13.45027365,1.074153893,0.471562788,0.96788839
abe/nnp,-11.59592029,0.844854113,0.230602354,0.746620334,-0.035062814,1.370094727,1.332188618,1.014366705,1.003922661,1.011127915,0,11.12835063,-11.48385,-11.4545293,1.250297844,0.662076649,0.993568626
aberdeen/nnp,-13.1549729,0.629562542,-0.347072988,0.722276433,-0.124751799,0.613382866,1.222408939,1.085378891,1.0031468,1.085378891,0,8.825412915,-13.38402791,-13.38863139,0.9420935,0.240081706,0.96445851
abide/rb,-13.35377348,0.131819787,1.691473606,0.992962727,-0.568200569,3.798440682,6.350387069,1.446820334,1.0799183,1.065542117,124,9.534450801,-12.11331231,-12.60153728,1.14999727,0.750680752,0.867486529
abide/vb,-12.32898889,0.397608103,-0.258585948,0.700003902,-0.00549365,1.734416689,0.898778995,1.008032045,1.000038102,1.008032045,0,9.475546748,-12.46926862,-12.5128733,0.630483163,0.461589914,0.936496425
abiding/vbg,-12.70808298,0.4986319,-0.061942694,0.658662721,-0.13588989,3.048371019,1.30064937,1.009178769,1.000201176,1.009178769,1,9.257128533,-12.75897068,-12.78698171,0.747676465,0.424035535,0.950543868
abigail/nnp,-13.2760578,0.685313861,0.217876398,0.581068971,0.046148332,0.880211379,1.589313567,3.041372332,1.001140885,1.056240241,0,9.076923259,-13.25476115,-13.21604227,1.044316847,0.294780542,0.978868727
ability/nn,-8.913071504,0.131267605,0.001426419,0.554345308,0.320578226,1.3144085,0.564645372,1.003149394,0.999972378,1.003149394,0,12.88176843,-8.907476978,-8.929928114,0.170527749,0.473518803,0.99376249
able/jj,-7.912622308,0.07050064,-0.112916607,0.76408097,-0.085025131,5.052358086,3.330832486,1.023570643,1.001925219,1.023222818,0,13.82584497,-7.969310322,-7.970540364,0.11884913,0.696535679,0.953642082
ab/nn,-14.07979101,0.301343524,3.788035878,0.947416146,-0.04483386,2.428468602,4.63207206,2.771863891,1.013656655,1.037981726,144,10.71654883,-12.65204228,-12.32768271,1.830417035,0.858039148,0.792487802
abnormal/jj,-12.65813057,0.435128977,0.251940034,0.44935699,0.024911021,2.732869391,1.125109703,1.018655827,1.000953736,1.018655827,43,9.38353709,-12.5288883,-12.5942453,0.651856102,0.296081409,0.947427686
aboard/in,-11.09227175,0.402264922,0.055918842,0.595699702,-0.025968854,1.960332638,0.312288202,1.004807055,1.000301712,1.002833134,1,10.82772661,-11.07538057,-11.05490638,0.474630137,0.436600435,0.993086554
aboard/rb,-12.65331924,0.450673118,-0.005513728,0.444599455,-0.008039799,2.191511085,2.419810765,3.305748406,1.000051879,1.012617365,26,9.341280911,-12.67849069,-12.68322482,0.701360632,0.295373882,0.96758211
abolish/vb,-12.91554691,0.410918998,-0.410179707,0.647145011,0.028200176,1.365216385,2.053503629,2.094517355,1.000146675,1.01097506,64,8.911799556,-13.15814104,-13.18401648,0.798797089,0.453815772,0.928897243
abortion/nn,-9.995391134,0.74215421,-0.976628132,0.624179724,-0.101599789,3.947506517,1.086140385,1.065962131,1.009775058,1.052300409,1,11.84646483,-10.45972871,-10.48198264,0.99612407,0.578288729,0.955223082
abortion/nnp,-13.12592911,0.74322139,-0.613743296,0.609833394,-0.027476128,1.970497738,1.331028751,1.530110708,1.000084543,1.020634425,88,8.804625233,-13.45439131,-13.44133915,1.06183043,0.463543121,0.963483444
about/in,-5.966079954,0.054553204,-0.033760506,0.678802647,0.141398526,4.588574021,4.198031064,1.131002979,1.017155532,1.131002979,0,15.80843419,-5.972908013,-5.985924179,0.088452954,0.705386995,0.992893862
about/nnp,-13.00246924,0.575135439,-0.041662666,0.86764878,-0.288264014,-0.393083387,0.23562713,1.026500722,1.000121365,1.026500722,0,8.886409167,-13.03774695,-13.0812379,0.605377686,0.176799121,0.904431729
about/rb,-8.70805132,0.083252578,-0.168102782,0.682358412,-0.093685384,2.440540086,2.293298735,1.854208593,1.011759759,1.854208593,0,13.00074023,-8.785539975,-8.798834079,0.132872633,0.542815139,0.917378155
about/rp,-11.96863846,0.256451277,-0.107520373,0.368750513,-0.058438814,3.645396025,2.874154961,1.001604294,0.999881126,1.001604294,0,9.818691901,-12.03757016,-12.04562223,0.388521707,0.197704137,0.942839745
above/in,-8.886445559,0.110454873,0.107760732,0.571832607,0.042808071,1.954387324,1.661797255,4.602639443,1.038935811,4.602639443,0,12.970533,-8.834090189,-8.828184523,0.14729051,0.509523461,0.971802064
above/jj,-11.39899142,0.235791561,-0.130642896,0.949396146,-0.141088863,-0.38065479,0.63478571,1.006860581,1.000019107,1.006860581,0,10.37492765,-11.467965,-11.46700889,0.29941135,0.345728076,0.941358757
above/nn,-12.13485056,0.112984215,0.154987428,0.706651581,-0.194370581,0.326041559,2.749994291,1.089023727,1.00275841,1.089023727,0,9.74957851,-12.06725127,-12.09158451,0.339837678,0.161786269,0.929659387
above/nnp,-13.23072091,0.472662117,0.774253889,0.817226508,-0.229956914,0.704326725,1.354206837,3.026260805,1.005475586,1.594907715,802,9.064852065,-12.87557434,-12.91809788,0.681102958,0.405232858,0.888409708
above/rb,-12.56953123,0.208286174,0.244709892,0.461043706,-0.115084634,1.968240065,2.010825845,1.070082853,1.00163125,1.070082853,0,9.368198457,-12.46896415,-12.50199373,0.416551538,0.158675167,0.903993845
abraham/nnp,-11.93652348,0.612226694,-0.468743876,0.552696269,0.010007485,2.333235455,0.758345561,1.025177113,1.001448885,1.016536385,0,9.934210725,-12.17263823,-12.17457018,0.779500998,0.476109818,0.963661309
abrams/nnp,-12.12727061,0.689852043,-0.654074371,0.797671517,-0.23206295,1.311284447,1.490791409,1.02275506,1.000623579,1.02275506,0,9.979753908,-12.55108244,-12.47361027,1.121520277,0.648684077,0.969873853
abroad/rb,-10.49224734,0.242276799,-0.187831325,0.738968511,-0.192503111,3.014962909,0.409764163,1.005611299,1.000445987,1.005611299,0,11.27520113,-10.57474616,-10.58028328,0.342856673,0.602155073,0.974297897
abrupt/jj,-12.68612163,0.387315606,0.266693174,0.598091215,-0.116363547,2.862149548,1.802195851,1.009833155,1.000103419,1.009833155,62,9.342771159,-12.56643059,-12.60498943,0.581314473,0.39707916,0.930676103
abruptly/rb,-12.14201185,0.35058715,0.456737309,0.727939212,-0.097675082,2.115074057,0.371909455,1.020202102,1.001021478,1.020202102,0,10.00910803,-11.90575137,-11.89228435,0.507517884,0.50215195,0.927649446
absence/nn,-10.52581207,0.19455151,0.14769857,0.664662857,-0.088939287,1.699171274,0.532119419,1.003401586,1.000000404,1.003401586,1,11.35579201,-10.45470539,-10.44912833,0.250932892,0.437488563,0.969251018
absentee/nn,-13.36828793,0.705207694,-0.595215659,0.847742415,-0.301605972,2.091433256,0.690234221,1.775061245,1.003024511,1.020095685,39,8.966611387,-13.62143135,-13.51177422,1.154979651,0.672284269,0.95686441
absent/jj,-12.18074536,0.21407855,0.084065611,0.454412917,0.186572856,0.392400342,1.847048574,1.455792949,1.028585326,1.455792949,0,9.686698767,-12.14853216,-12.17372064,0.38131288,0.176670303,0.930628056
absent/nn,-12.72975983,0.348100874,-0.007047403,0.633211165,-0.113127463,3.216475288,0.266554812,8.344362982,1.15755634,8.344362982,48,9.123692565,-12.74334583,-12.7829912,0.523610684,0.239932122,0.858038104
absolute/jj,-11.43382775,0.258539411,0.128783332,0.450223714,0.068167396,0.960170632,0.685208827,1.041328519,1.000663712,1.041328519,0,10.44578277,-11.37597418,-11.38246201,0.313322372,0.263164382,0.970608041
absolute/nn,-12.53371467,0.346552887,0.385428829,0.607496426,-0.147839129,0.810269522,1.65954828,4.860186032,1.057193456,4.860186032,2,9.526537012,-12.35885217,-12.35341088,0.465093283,0.223889578,0.922083465
absorbed/vbn,-12.79796162,0.405307871,0.152526669,0.725099146,-0.10418941,0.887918457,0.292583901,1.029646846,1.000237395,1.029646846,0,9.180705567,-12.73066711,-12.76800631,0.572975133,0.457336786,0.913588198
absorb/vb,-12.23754188,0.312721413,-0.000148337,0.532016865,0.07550625,2.152358229,1.631266963,1.055369081,1.00108618,1.055369081,0,9.61680498,-12.25057043,-12.27995654,0.471411541,0.344791477,0.944610816
abstract/jj,-13.09756479,0.398369185,-0.109072264,0.618559415,-0.01853465,0.754256402,1.60721522,4.609236269,1.050994276,4.609236269,14,8.774312958,-13.17609729,-13.2196394,0.644642773,0.325844557,0.908143818
absurd/jj,-11.92861867,0.186760945,0.038186682,0.498674081,0.04736635,1.082717736,2.14806189,1.043004194,1.001521865,1.043004194,0,9.923094082,-11.91206342,-11.93395819,0.37640872,0.246145433,0.945811842
abundance/nn,-12.12263113,0.323983801,-0.008997444,0.536261918,0.151962335,2.539022179,1.205885074,1.016540216,1.001171827,1.016540216,14,9.761347785,-12.14004042,-12.15609729,0.517810769,0.442127354,0.955401809
abundant/jj,-12.42794698,0.269847804,-0.211275728,0.643221789,-0.032120396,1.185794656,2.039490043,1.019297518,1.000466807,1.019297518,0,9.352100317,-12.56033108,-12.58006596,0.551347924,0.317582056,0.930716784
abu/nnp,-10.77665446,0.624990124,-0.595824569,0.447206685,-0.009916299,2.978673987,1.29292258,1.007962218,1.000630647,1.007962218,0,11.01256159,-11.10125867,-11.07219919,0.770003285,0.397713329,0.968040237
abused/vbd,-12.86448787,0.549469735,0.386040038,0.755912854,-0.090098118,1.634904236,1.001528601,1.52081803,1.000398941,1.012463685,23,9.426902312,-12.70954386,-12.70658801,0.844942345,0.518230973,0.95683112
abused/vbn,-12.2106824,0.426262132,0.509359065,0.701381994,-0.090505758,1.553380194,1.435094823,2.363490231,1.000182409,1.006499162,91,10.00793765,-12.00236109,-11.99159621,0.661418491,0.520084069,0.95467048
abuse/nn,-9.69789427,0.304139281,0.224609442,0.691324521,-0.100283559,3.188759092,1.692629588,1.028558339,1.005398733,1.0265541,0,12.29949468,-9.612073309,-9.584701724,0.42058169,0.646655114,0.986720568
abuse/nnp,-11.58397171,0.250492316,-0.379581285,0.577024047,0.099287667,2.558995714,2.490649969,1.020351011,1.000204691,1.020351011,0,10.12206068,-11.75243879,-11.79553867,0.459949696,0.440227054,0.918808109
abusers/nns,-13.65051441,0.6130759,0.752589483,0.693576537,-0.194476623,2.24277222,0.723573069,1.525817319,1.001724715,1.033378258,114,8.796792688,-13.32318202,-13.3175467,0.90113179,0.408515661,0.920948558
abuses/nns,-11.73573705,0.420928279,0.247864861,0.503133882,-0.064495097,3.350805389,1.007529714,1.004541256,1.00000432,1.004541256,0,10.29910432,-11.6069446,-11.63694988,0.538672018,0.36743057,0.973639743
abuses/vbz,-12.84642243,0.159489628,0.174414758,0.944719315,-0.528349078,4.173239132,1.880830923,1.054323052,1.010547333,1.054323052,1,9.054621797,-12.79105294,-12.85972827,0.5634819,0.40074042,0.784219492
abuse/vb,-13.15980023,0.397348623,0.433808385,0.606554044,0.042477799,1.954903018,1.860127324,1.003073604,1.000028454,1.003073604,0,8.999989642,-12.97308631,-13.03003005,0.736407793,0.41056563,0.91857588
abusing/vbg,-12.4928079,0.415458216,0.563762013,0.557206194,-0.086329542,1.890607118,2.115674852,1.002185004,0.999949161,1.002185004,0,9.747593688,-12.21112076,-12.26286489,0.696180662,0.389360464,0.935846268
abusive/jj,-10.21810883,0.18214658,-0.328575264,0.827114648,-0.199895493,1.379239851,0.268498947,1.006784138,1.000176663,1.003885699,0,11.43675691,-10.37205075,-10.38562521,0.273658285,0.547678133,0.920107537
academic/jj,-10.40289179,0.320265278,-0.840568468,0.673527345,-0.132782068,3.519385044,2.388508885,1.030216148,1.001203465,1.022066079,0,11.13585829,-10.87010536,-10.83327844,0.530178882,0.650953604,0.880215749
academy/nn,-12.1443166,0.711545756,-0.350681255,0.663834613,-0.078614578,1.477974185,0.74341741,2.766247933,1.001039657,1.016820861,166,9.946547042,-12.29404837,-12.30110691,0.909171015,0.552937068,0.976609056
academy/nnp,-10.29678637,0.453924967,-0.029717449,0.801313498,-0.027190792,1.590299411,0.68191457,1.061952525,1.019447827,1.059650052,0,11.82884508,-10.31635052,-10.23894773,0.635389292,0.71652002,0.998774883
accent/nn,-12.51561836,0.553079188,-0.058994942,0.786667828,-0.159148308,0.354302993,0.481511242,1.583569979,1.000030164,1.007888949,77,9.439465995,-12.56149186,-12.57345498,0.667200866,0.454055329,0.960851997
accepted/vbd,-11.09082954,0.271644444,0.007149478,0.616498966,-0.066197617,1.795313489,0.373764916,1.057130038,1.003430643,1.030542005,0,10.75632717,-11.09932939,-11.09596306,0.341889811,0.414358928,0.978341442
accepted/vbn,-10.94492196,0.197260524,-0.031237636,0.485208679,-0.006006067,2.548635919,2.363054328,1.015151447,1.000106306,1.015151447,0,10.86302933,-10.95954131,-10.97494562,0.302867951,0.334636422,0.977711233
accept/in,-12.30493062,0.326043475,-0.856042245,0.688067268,-0.241976809,3.222174959,2.658549025,1.019852109,1.000282013,1.019852109,0,9.238441802,-12.69991287,-12.77877977,0.677514945,0.447948778,0.829258503
accept/jj,-11.82864866,0.293306994,0.46251155,0.880870723,-0.37474866,5.247368485,0.924591147,1.023239148,1.004142111,1.023239148,2,10.30447599,-11.58140006,-11.62535567,0.596869066,0.673206772,0.922718152
accept/nnp,-11.3252598,0.390450557,-0.233174488,0.654745222,-0.243547578,3.885197316,1.244091642,1.0058049,1.00021555,1.0058049,0,10.45007599,-11.40504284,-11.46412495,0.556829232,0.429619904,0.967146928
accepts/vbz,-12.18260693,0.333326968,-0.057172811,0.41156331,-0.042199771,1.81271612,2.855368841,1.000927946,0.999952148,1.000594261,0,9.772239266,-12.2121479,-12.20635681,0.572616838,0.28322449,0.97197131
accept/vb,-9.876972642,0.172332882,-0.248957418,0.660278466,-0.17611324,4.355195631,3.958338288,1.020268204,1.001115036,1.012294462,0,11.83890715,-9.988496531,-9.999886814,0.268046468,0.500572877,0.951779696
accept/vbp,-10.28258604,0.145166708,-1.742286196,0.981115435,-0.442479233,4.381922774,1.49802258,1.466511833,1.217374823,1.242160556,0,10.95465877,-10.73573024,-11.09071234,0.788128123,0.865018835,0.721604359
accessed/vbn,-12.2846753,0.435006026,0.032165648,0.547096095,0.102165292,1.792685153,0.89674264,1.016690186,1.000448548,1.016690186,11,9.653293924,-12.26209277,-12.30935631,0.598879535,0.41299375,0.967640098
access/nn,-7.941221389,0.110401669,-0.338919169,0.719645136,-0.035443378,2.873615595,2.077698253,1.019815108,1.001315339,1.019815108,0,13.71336487,-8.102552329,-8.1084713,0.196623629,0.739410225,0.865275231
access/nnp,-9.499412005,0.145479354,0.073202172,0.835758797,-0.213341987,3.398610649,3.914001042,1.027359798,1.010546445,1.027359798,0,12.39570491,-9.479427053,-9.440744926,0.293021939,0.743050821,0.992756321
accessory/nn,-12.62226449,0.575369188,0.042473425,0.601436923,-0.134338325,1.19423375,1.241494608,2.245043744,1.029537965,2.245043744,0,9.482578803,-12.63409258,-12.63065765,0.757045932,0.423555575,0.970235377
accident/nn,-9.90427068,0.387862378,-0.355939385,0.589036434,-0.046124944,4.153811075,0.840031395,1.02371114,1.001757211,1.02371114,2,11.8173024,-10.07324057,-10.08063088,0.487250389,0.496650535,0.976184454
acclaimed/jj,-12.68985809,0.357470956,-0.000987035,0.537160231,-0.005523282,2.339702684,0.696674228,1.003981388,1.00012252,1.003981388,0,9.172949983,-12.71947993,-12.74632155,0.548460393,0.279513282,0.933655226
acclaim/nn,-12.98933139,0.353408065,-0.142192363,0.472504729,-0.016220191,2.657330505,2.394993006,1.014246097,0.999982411,1.014246097,0,8.835210464,-13.07044703,-13.13080292,0.63920059,0.243831753,0.922564077
acc/nn,-15.40001858,0.61789174,4.376816119,0.96805408,-0.165828937,0.965448554,2.509765196,1.97886687,1.000310611,1.010182048,158,10.39222093,-11.38859453,-12.07103539,2.109242261,0.742836119,0.8595422
accolade/nn,-12.17310874,0.248715078,-2.193545504,0.953989517,-0.27620219,2.710765715,3.180501564,3.394682644,1.001973406,1.022323624,57,9.259035294,-13.50488571,-13.23425966,1.207680102,0.850248299,0.814994811
accompany/vb,-12.77300179,0.264776856,0.159246786,0.506447764,0.022747706,1.938479612,2.779432245,1.019052886,1.000206571,1.019052886,0,9.17812705,-12.71571286,-12.74427971,0.560157528,0.354390316,0.917022713
accord/nn,-11.61456578,0.484433317,0.308952828,0.819626026,-0.14243059,3.730679853,0.910122514,1.116638652,1.013681479,1.045371085,2,10.72976605,-11.48980919,-11.43465628,0.801745404,0.754460973,0.98565325
accord/nnp,-13.45729592,0.704763207,0.531163102,0.703557836,-0.147901139,1.275223613,1.594217091,3.596827231,1.000643852,1.030197067,47,9.11482017,-13.31972225,-13.24591167,1.083427232,0.462436483,0.967221275
account/nn,-8.252380178,0.119062616,-0.336886512,0.715009977,-0.082490949,3.824310361,3.193496361,1.012380874,1.001401984,1.011375189,0,13.40223352,-8.426915328,-8.416506518,0.206723869,0.722920617,0.879436536
account/nnp,-11.36001204,0.273676927,0.046664778,0.890374312,-0.360303753,3.543169868,3.114887495,1.024324261,1.008837342,1.024324261,0,10.60984706,-11.23953786,-11.32803715,0.599495599,0.655547078,0.97499058
accounts/nns,-9.597085705,0.24793514,0.103449859,0.60488455,-0.054409557,3.597473677,2.373118236,1.009315416,1.001063581,1.004045561,0,12.31535297,-9.568934685,-9.542821751,0.329289501,0.539518792,0.994586875
accounts/vbz,-12.32962452,0.356147598,-0.060594293,0.507005393,0.122025028,1.046654772,0.657657242,1.016352107,1.000819324,1.010395252,23,9.503979665,-12.35145736,-12.42002158,0.51111335,0.232651968,0.945709483
account/vb,-11.68605541,0.202124139,0.10924308,0.43129833,0.134911197,1.218545732,2.259453537,1.126975635,1.016166756,1.122724783,0,10.21038384,-11.61848345,-11.65830082,0.387157785,0.275249209,0.964422932
account/vbp,-11.99005802,0.206968241,0.77215516,0.706919096,-0.052149792,3.437217033,0.63752787,1.003797071,1.000227376,1.003797071,0,10.22596952,-11.57583923,-11.63597148,0.427329641,0.583816646,0.768966827
acc/rb,-13.95179178,0.646099721,1.712390147,0.913792355,-0.284255885,3.003967013,1.002908169,6.640519941,1.183880044,1.390580196,347,9.105535258,-12.16567016,-12.2057188,1.235713397,0.849703877,0.962938069
accuracy/nn,-11.17386049,0.226879619,0.391873523,0.421606026,0.166541462,3.830111285,1.064817037,1.003048594,1.00001903,1.003048594,1,10.84949241,-10.9820815,-11.00086165,0.339150848,0.448065756,0.916424475
accurate/jj,-10.73080751,0.187072737,0.146540852,0.58307936,0.042472449,2.613353293,0.81539034,1.002515094,1.000070387,1.002515094,4,11.15327467,-10.65442154,-10.6746301,0.263088227,0.426495829,0.965995907
accurate/nn,-12.43224558,0.219728687,0.2447153,0.655474404,-0.100792466,1.370300497,1.255082366,1.228932651,1.012972773,1.228932651,0,9.51177741,-12.31294238,-12.35923107,0.421596174,0.217678399,0.910900937
accused/jj,-13.14159173,0.571709216,0.424882432,0.597978005,-0.049764481,1.342076032,0.575740718,1.015091445,1.000316617,1.012061817,0,9.043695295,-12.91373497,-13.01460043,0.772179669,0.338254334,0.936620379
accused/vbd,-10.08613738,0.211601287,0.20578257,0.674173365,-0.044301631,3.577629732,0.847694239,1.009117856,1.000599328,1.009117856,2,11.84062361,-9.98199808,-9.992996085,0.297661084,0.613270594,0.971525483
accused/vbn,-9.727072954,0.237798217,0.294777924,0.744065181,-0.111106634,3.733098941,0.72343193,1.019387463,1.003817196,1.016558935,0,12.27793739,-9.579962195,-9.569292783,0.348000623,0.697857726,0.967946067
accuser/nn,-13.61084832,0.5991102,1.176642744,0.854439342,-0.21070025,0.965322347,1.8230113,1.630220083,1.000694319,1.017144409,114,9.246093542,-13.09210374,-13.04726207,1.193642369,0.569268196,0.937805057
accusers/nns,-13.52912435,0.736836475,1.251666142,0.843922165,-0.220799486,2.046892631,1.694780211,1.27056316,1.001581485,1.029340611,221,9.643420647,-12.93515775,-12.89494261,1.364376962,0.714153561,0.949062749
accuses/vbz,-11.97313607,0.353773603,0.05116167,0.544855925,-0.089389495,2.632022159,1.332553586,1.00493298,1.00001521,1.00493298,1,9.919114808,-11.9471008,-11.98327172,0.494170375,0.315810688,0.969642049
accuse/vb,-12.9463516,0.378669832,0.703063179,0.733748947,-0.141262062,3.355554649,1.587593574,1.009867433,1.00012962,1.009867433,2,9.342595951,-12.66101152,-12.66176081,0.698309487,0.599227568,0.885243033
accuse/vbp,-12.6276043,0.418984548,-0.112031417,0.519538153,-0.082297785,2.766649072,0.692124429,1.01001204,1.000318749,1.01001204,51,9.21243817,-12.69037,-12.73562766,0.602334042,0.299778816,0.945352448
accusing/vbg,-11.02694871,0.267088879,0.23360286,0.680064754,-0.108819239,1.249975917,0.825491184,1.009162621,1.000031013,1.009162621,0,10.91674164,-10.92150492,-10.9294057,0.354264044,0.447475309,0.962154742
acc/vbp,-14.29811639,0.692903965,3.407260182,0.940005737,-0.284802971,2.411819361,1.155265431,2.644292808,1.073559185,1.24298102,123,10.25962235,-10.99222766,-11.08087389,1.326064689,0.834478468,0.887854462
ace/nn,-11.95468618,0.467371888,-0.09271152,0.791574407,-0.166752176,2.574963731,2.057671607,2.629137061,1.001728873,1.026344495,59,10.05496323,-11.98810422,-12.01621281,0.816030986,0.589568734,0.980330318
acer/nnp,-13.86810776,0.739413769,0.42898639,0.646261091,-0.107957371,1.602493438,2.744788315,1.013055796,1.000318789,1.009267067,0,9.014690385,-13.68819713,-13.51937135,1.311397264,0.375157596,0.978430422
aches/nns,-13.17886988,0.411204743,0.357688068,0.732753623,-0.10418691,2.395300564,1.021097427,1.030389383,1.00089613,1.030389383,0,8.916237732,-13.03272634,-13.08910217,0.736514286,0.488020346,0.917023548
achieved/vbd,-11.8848665,0.265657397,-0.144067902,0.397000891,-0.005415822,3.045340863,1.017032689,1.044090558,1.000876528,1.044090558,211,9.882008521,-11.97269072,-11.99058415,0.399380871,0.231152287,0.943396036
achieved/vbn,-11.07360822,0.147887365,0.016803623,0.66061529,-0.154584323,1.02367153,1.950661468,1.029536584,1.002302976,1.029536584,0,10.74373922,-11.07405028,-11.08079918,0.27442231,0.275799128,0.968762118
achieve/vb,-10.29823742,0.174320286,-0.010056913,0.56100542,0.082760618,1.967647185,0.71157502,1.003133626,1.000059088,1.003133626,0,11.50758121,-10.30855002,-10.31463782,0.225474399,0.366386664,0.984489675
achieve/vbp,-12.8269469,0.328740498,0.087803584,0.40049284,0.148777488,3.018134835,0.83758857,1.025655184,1.000303593,1.025655184,61,9.07532216,-12.80983605,-12.8560846,0.551427508,0.241325414,0.916213368
achilles/nnp,-12.65499094,0.517788975,-0.043957067,0.54080565,-0.087689438,2.419211609,1.530676513,1.026012151,1.000343709,1.026012151,0,9.3017338,-12.67362765,-12.72552567,0.752447826,0.337002711,0.969677339
acid/nn,-12.54286182,0.706467342,0.301771705,0.542000721,0.04543834,2.425327896,1.229355647,1.021717177,1.000522485,1.021717177,2,9.776335767,-12.41908431,-12.43268284,0.949120915,0.490258182,0.97682136
acids/nns,-13.81197213,0.757209065,0.990164273,0.568001557,-0.06474686,3.125894864,0.876754639,1.030639663,1.000628731,1.02929892,7,8.802973457,-13.33835583,-13.34759436,1.038828944,0.385652046,0.930437246
ac/jj,-14.44463937,0.461078608,1.881464806,0.918330873,-0.134337815,1.71886358,2.727688392,1.376054751,1.001476504,1.00438973,101,9.343996757,-13.80880761,-13.48719115,1.419882767,0.867766022,0.898789303
ackman/nnp,-13.31410627,0.844644471,-0.161522744,0.615368874,0.069277478,-0.020192324,1.881437709,1.163539082,1.000479792,1.099228003,47,9.091106284,-13.47716765,-13.29218538,1.453101208,0.298221522,0.993829408
