word,mu,scale,A,B,C,theta,jump,maxRhat,medianRhat,lastRhats,divergent,total.freq,median.daily.p,mean.daily.p,sd.daily.p,freq.acorr,lpcor
atlantic/nnp,-9.966394678,0.346939895,0.168487415,0.753401139,-0.124144978,1.539244069,0.997957146,1.008541649,1.002837485,1.00382937,0,12.02532385,-9.909533657,-9.875083795,0.454769922,0.524399726,0.990291449
atlas/nnp,-12.43204471,0.777984425,-0.037635449,0.654209733,-0.103424492,2.105472493,1.363372267,1.013456782,1.000799358,1.009260236,0,9.908873025,-12.53779941,-12.47554676,1.064070023,0.448465231,0.987656826
atletico/jj,-13.91769291,0.574640284,2.162833986,0.926362354,-0.202334345,1.243361483,1.48507253,1.885552662,1.000406131,1.001093717,52,9.232004012,-11.96235067,-11.95210114,1.116415182,0.813871189,0.933408897
atletico/nn,-14.61966195,0.533416118,2.959863125,0.954529183,-0.229065104,1.203304007,1.541277035,3.292390707,1.168619666,1.876302284,157,9.226705726,-12.04940024,-12.08373234,1.239375621,0.816170403,0.877284131
atletico/nnp,-12.9217794,0.856684384,0.666285436,0.735376739,-0.118517039,0.721965132,1.636607698,2.758141017,1.001712966,1.038357121,176,9.971192929,-12.5479985,-12.56153029,1.359247528,0.284621924,0.981708067
atomic/jj,-12.34358266,0.567074364,0.384513868,0.802810162,-0.169587886,1.426207546,1.583783647,1.025185456,1.001173554,1.021553715,0,10.0480207,-12.18161091,-12.20136729,0.946275885,0.621128617,0.975044358
atomic/nnp,-13.45253282,0.650856088,0.471203732,0.68392455,-0.11741146,1.804431842,2.103860842,1.494929093,1.000251326,1.012562584,162,9.118334726,-13.28979394,-13.24195095,1.080512489,0.475933178,0.962963544
atoms/nns,-13.43878878,0.619336272,0.8479348,0.692899702,0.073495663,1.080656187,1.761609772,1.018353604,1.000230649,1.012297996,0,9.321971188,-13.0628587,-13.04569982,1.105540828,0.576124478,0.953653692
atop/in,-11.80534421,0.281867349,-0.073774803,0.595949314,-0.144325722,2.930508347,2.684230665,1.003048687,1.000067108,1.002145951,0,10.01712869,-11.84358287,-11.84826328,0.439114357,0.286608467,0.972054007
attached/vbd,-12.60022488,0.288184456,0.076303397,0.46559841,-0.053049466,2.947452168,2.96334364,1.006562778,0.999989381,1.006357537,0,9.300089664,-12.5808401,-12.61644357,0.525306445,0.180224664,0.916988433
attached/vbn,-10.97847151,0.232482839,-0.296487522,0.64209467,-0.075563459,2.96468885,2.564513856,1.010708216,1.0000017,1.010708216,0,10.74371764,-11.14113882,-11.13403395,0.378231455,0.387077665,0.954063124
attach/vb,-13.06815062,0.464344282,0.10640699,0.477765809,0.013139922,1.478294002,0.319662032,1.101825116,1.000377552,1.101825116,0,8.886270902,-13.038875,-13.09043852,0.647044738,0.243386932,0.928407221
attacked/vbd,-10.65913872,0.273475658,-0.252346651,0.540531627,-0.034180215,2.104751396,1.961553965,1.004161895,1.000243953,1.002872735,0,11.07471503,-10.79182538,-10.77939514,0.390955059,0.391818409,0.977555565
attacked/vbn,-10.78360072,0.287290039,-0.163297336,0.583952698,-0.037835733,3.129843892,2.254436087,1.006272082,1.000152593,1.006272082,0,10.99797468,-10.86346482,-10.86205068,0.403222074,0.451728732,0.985736409
attacker/nn,-11.22677729,0.525024399,-0.553394217,0.676836971,0.014742784,1.904873834,1.799795568,1.019530418,1.000671491,1.015231241,0,10.68184866,-11.54889112,-11.47923211,0.821102982,0.58888595,0.971991795
attack/nn,-8.281847094,0.291560814,-0.303540168,0.716825163,0.056738751,3.06509775,2.70172319,1.21387096,1.051821836,1.125480095,0,13.50425275,-8.461452175,-8.389044328,0.478814731,0.694880338,0.983020607
attack/nnp,-12.42220682,0.560814395,-0.050066649,0.662651095,-0.10471329,1.191057328,0.240787835,1.03330718,1.003287205,1.022421967,0,9.579694593,-12.44182142,-12.44163056,0.670933465,0.415293005,0.971259692
attacks/nns,-8.270492186,0.230812348,-0.940028624,0.681087504,-0.038274987,3.138419127,3.308180685,1.067774914,1.029775783,1.05530729,0,13.22570305,-8.744690561,-8.69968678,0.466944129,0.761970335,0.814818971
attacks/vbz,-12.07206135,0.393996631,-0.416555535,0.637974749,-0.026008819,1.916435128,0.358812494,1.010921967,1.000394995,1.008791758,0,9.670798588,-12.27428851,-12.27511928,0.557706838,0.525914443,0.93573548
attack/vb,-10.68639581,0.220704034,-0.174701698,0.64609815,-0.117096227,2.888941762,0.680669059,1.007230766,1.000051689,1.007230766,1,11.05682474,-10.7781661,-10.77009027,0.29758011,0.472501846,0.972811845
attack/vbp,-12.70786203,0.475010175,0.087858412,0.860113669,-0.221875523,1.068777948,0.212436979,2.674116862,1.000098079,1.066141157,10,9.446360661,-12.62983485,-12.60520996,0.691140157,0.761365327,0.958737721
attempted/jj,-11.44142542,0.4324354,-0.183500163,0.604546639,-0.051725375,1.7796864,1.280343855,1.056944487,1.001872271,1.056944487,0,10.43848858,-11.54412838,-11.53008851,0.588613678,0.539493507,0.985033144
attempt/nn,-9.386168642,0.155656079,0.013411968,0.757133449,-0.00069522,2.25508807,1.959438811,3.663990067,1.054977612,3.663990067,0,12.45129858,-9.383369964,-9.353884146,0.227705093,0.692849539,0.995447304
attempts/nns,-9.818109925,0.171893672,-0.101365601,0.638434182,0.021072064,3.516952671,0.972591014,1.012714729,1.001220402,1.009583093,2,11.9378925,-9.871719826,-9.86590976,0.239975749,0.542823936,0.98430748
attempts/vbz,-12.06069679,0.22005971,0.115916377,0.463930017,-0.023300342,1.568708671,2.523685052,1.006912949,1.000119264,1.006912949,0,9.832689481,-12.00663303,-12.01410023,0.410963527,0.276896482,0.960247094
attempt/vb,-10.57701341,0.213882957,-0.916758591,0.865679675,-0.300146599,4.579177891,1.126652653,1.040543522,1.00433188,1.040543522,0,10.91388774,-11.09170805,-11.02471057,0.492774436,0.791917358,0.819974054
attempt/vbp,-12.6534219,0.238864325,0.156048903,0.520194364,-0.13277089,1.737307862,2.641492933,1.012053642,1.000146967,1.012053642,0,9.28451977,-12.60565794,-12.62384744,0.504967279,0.242070338,0.911978363
attendant/nn,-13.12209844,0.715762825,0.742249243,0.681855847,-0.100203158,1.857594232,1.808173162,2.741350905,1.000434336,1.003878399,62,9.581352052,-12.82418995,-12.78609896,1.117827208,0.315356518,0.963203188
attended/vbd,-10.33025263,0.241706551,0.040620483,0.726467557,-0.035208844,1.813996985,0.348890282,1.00607114,1.000475228,1.00607114,0,11.53245354,-10.30633454,-10.28815766,0.312722583,0.521830094,0.992291056
attended/vbn,-11.52996384,0.306146764,-0.075777759,0.507007864,0.021288992,3.658764084,1.193474498,1.007887634,1.000118545,1.007887634,1,10.27069682,-11.56556989,-11.5769135,0.407092989,0.374342011,0.978359728
attends/vbz,-10.9481724,0.370948361,0.204799582,0.553245806,-0.127725944,0.88264244,1.61859974,1.03434301,1.001569394,1.03434301,0,11.06805923,-10.88972319,-10.85439399,0.505531588,0.278417922,0.98784593
attend/vb,-10.15656412,0.245524804,0.008420546,0.727397357,-0.054970996,1.966650346,1.325633662,1.022279265,1.001110383,1.022279265,0,11.6831407,-10.16482982,-10.15340849,0.34946796,0.582018914,0.996208291
attend/vbp,-11.06078742,0.357334841,0.36619888,0.500406822,-0.154842534,2.693514782,1.044048613,1.022076484,1.000531029,1.022076484,0,10.97782422,-10.90662273,-10.89139361,0.436922706,0.33083132,0.965929468
attention/nn,-9.043592283,0.101570437,0.022930807,0.829374202,-0.123015253,1.359255557,0.738984725,1.005637514,1.000196681,1.005637514,0,12.75298812,-9.037681549,-9.045884208,0.149446558,0.509796228,0.975032384
attire/nn,-13.0209352,0.403174589,0.095885787,0.619861132,-0.025384539,2.304301886,2.278340115,1.023018384,1.000465054,1.021135702,0,8.99069071,-13.01482218,-13.0201139,0.697582215,0.387660168,0.937763193
attitude/nn,-10.88998629,0.166282005,-0.127878053,0.52759374,-0.183103493,3.15361216,2.4008443,1.014741263,1.000025505,1.014741263,0,10.85400578,-10.95275113,-10.96280323,0.254139682,0.300412368,0.956801156
attorney/nn,-9.236574498,0.314037625,0.031294258,0.60447032,0.233396701,1.74568299,0.512358828,1.016462653,1.002051155,1.016462653,0,12.63110506,-9.21399089,-9.250491884,0.409930776,0.595529988,0.995120269
attorney/nnp,-9.656228309,0.37467222,0.009887084,0.550441974,0.234193585,2.549765686,0.381020925,1.106010429,1.008360454,1.106010429,2,12.2596608,-9.638262802,-9.655906715,0.490406932,0.625161755,0.991893022
attracts/vbz,-12.50383027,0.304177868,0.025822873,0.721796633,-0.058934711,0.749488066,0.535391195,1.551897009,1.022731671,1.551897009,6,9.355738575,-12.50434742,-12.54803963,0.489786178,0.298646567,0.901765837
attract/vb,-10.98302868,0.213328174,-0.164993487,0.465447839,0.055491767,3.462381331,1.174432036,1.007614228,1.000059825,1.00455396,6,10.76244574,-11.06162743,-11.08110599,0.307246359,0.365804551,0.94846327
auburn/nn,-15.07570847,0.665189537,3.660250994,0.963246724,-0.279582949,1.210552844,2.20161704,1.175217544,1.000901889,1.0193186,102,10.18734984,-12.05015469,-12.43241972,1.994797347,0.797121371,0.87125489
auburn/nnp,-11.43289365,0.730603437,0.882217606,0.667437307,-0.096628875,3.016750843,2.21604244,1.04227885,1.01377488,1.04227885,0,11.34656387,-11.04712752,-10.9744991,1.059596474,0.522671217,0.968852157
auburn/vbp,-15.16429471,0.647202607,3.624656103,0.960572845,-0.290671848,0.878191884,2.126794766,1.792088756,1.000517517,1.031360371,52,9.776506091,-12.08777229,-12.45308224,1.801655808,0.711231946,0.880281136
auckland/nnp,-13.11986693,0.537329569,-0.207171287,0.591902177,0.00418044,0.470845679,2.17591703,1.040269789,1.000866098,1.040269789,0,9.049702026,-13.29701477,-13.24212801,1.015237682,0.292063257,0.975919836
auction/nn,-11.52253282,0.626315887,-0.214319253,0.55806019,-0.064218344,1.586496793,1.358716926,1.016005519,1.001255531,1.016005519,0,10.48142027,-11.62469796,-11.64273134,0.815491796,0.397895961,0.989735071
audible/jj,-13.41452931,0.555925504,0.382924265,0.721927417,-0.098614458,1.03062679,0.289743604,1.574706718,1.000308054,1.013254874,93,8.801770449,-13.22479401,-13.25855019,0.76223879,0.462744751,0.919796808
audience/nn,-8.706707087,0.170066967,-0.447926932,0.743017976,-0.218661226,2.813345468,2.110863814,1.0973808,1.007860708,1.073149427,0,12.91359353,-8.937614597,-8.93035944,0.286886075,0.669941231,0.888392747
audi/nnp,-12.14838759,0.824459199,-0.244157977,0.582559625,-0.057561546,1.052563371,1.276832538,1.755224096,1.000571735,1.011045044,59,10.06900199,-12.28502984,-12.3015682,1.094654887,0.340296748,0.987664443
audio/jj,-11.36032946,0.330274889,0.132488495,0.51775267,-0.047464632,3.433910432,1.714638753,1.003094381,0.999971125,1.002098063,0,10.57346846,-11.30360895,-11.30616903,0.430173908,0.365072863,0.978575762
audio/nn,-11.35000005,0.413181321,0.288454667,0.480213491,0.068879992,3.287373183,0.894118722,1.005168217,1.000114995,1.005168217,0,10.70499574,-11.20758691,-11.2208648,0.514007413,0.42703122,0.977927015
audio/nnp,-13.1047707,0.54201328,0.378541222,0.534999455,-0.103683537,2.572631721,1.666238813,1.008428077,1.000136906,1.008428077,4,9.10342309,-12.95071741,-12.97545677,0.783212189,0.281396427,0.955413733
audited/vbn,-12.59245391,0.367892886,-0.322280099,0.53156144,0.092017564,3.130967889,3.185756897,1.017060522,1.00009862,1.017060522,0,9.208238164,-12.7435744,-12.79220848,0.672369162,0.562179345,0.917433511
audition/nn,-12.99585175,0.564720371,0.287893402,0.638667815,0.046238716,1.533690749,0.898687836,1.019412808,1.000330535,1.019412808,0,9.177713869,-12.89599707,-12.91703558,0.824778891,0.408822406,0.958101517
audit/nn,-11.96543351,0.632934996,-0.116621061,0.613566855,-0.071133517,1.358631784,1.487546589,1.008074265,1.000260484,1.006737306,0,10.1414409,-12.04288122,-12.05391212,0.904661371,0.381215714,0.984074166
audrey/nnp,-13.46221277,0.896510543,0.165931025,0.427445489,0.102265596,1.087539708,0.251892203,1.728647922,1.002686491,1.013374698,6,8.840580188,-13.4109353,-13.38102284,0.974475456,0.212475826,0.970496493
augmented/jj,-12.81310436,0.611718433,0.548232773,0.759229166,-0.004484332,1.240137957,1.299478628,1.739064899,1.001126062,1.012810623,210,9.730502277,-12.52967673,-12.5585483,1.016133853,0.709842436,0.96299815
aug/nnp,-10.43345201,0.321845454,0.032161233,0.981029067,-0.273903372,1.998894785,1.187956712,1.031580689,1.005849756,1.031580689,0,12.72570835,-10.33781841,-10.06913321,1.105498038,0.967868169,0.998809772
augusta/nnp,-12.47070456,0.657134084,-0.532331494,0.960549477,-0.160969775,0.62624155,1.456801061,1.016489457,1.000189287,1.014058756,0,10.43593767,-12.74127362,-12.65862362,1.342310176,0.838507361,0.979436551
august/nnp,-9.25436057,0.21400043,0.50057926,0.964446089,-0.150022219,3.511668717,2.117502939,1.138766891,1.03388499,1.138766891,0,13.12789803,-9.164425154,-8.99888267,0.715905578,0.947987199,0.979141796
aung/nnp,-13.2574572,1.057597614,0.387621568,0.718134577,-0.176654174,2.345172858,1.26651809,1.077637555,1.003125168,1.075000598,0,9.530683227,-12.8931068,-12.89405115,1.448766375,0.428580003,0.988340279
au/nn,-13.69573995,0.623776079,0.766653075,0.824526058,-0.088110858,0.946049902,0.515854478,1.003229454,0.999962003,1.003229454,0,8.877242436,-13.32499537,-13.31245169,0.927804667,0.631263374,0.915962472
aunt/nn,-12.30455887,0.558078445,0.108102887,0.503462714,-0.037685134,3.091835528,0.713645757,1.002587722,0.999992632,1.001280339,0,9.716796463,-12.25314288,-12.29437123,0.716491612,0.346601584,0.97472526
aurora/nnp,-12.67824115,0.774829497,0.411458909,0.549146287,-0.093137031,3.251842257,1.12026003,1.017426792,1.000375508,1.009195313,0,9.743670851,-12.4946942,-12.50903253,0.994964296,0.327729527,0.975208825
aussie/nnp,-12.69830773,0.479380709,-0.397153324,0.767754921,-0.260636241,1.274293598,1.471552022,1.008517981,1.000090465,1.008517981,0,9.129564062,-12.91471227,-12.95599579,0.822097933,0.394669286,0.945389818
austerity/nn,-12.21190403,0.633578662,-0.769931146,0.716752591,-0.098703028,2.049495947,0.462406962,2.740684065,1.000130123,1.00449467,95,9.547598014,-12.61320386,-12.63923264,0.912337014,0.500816294,0.940770289
austin/nn,-15.69339327,0.485109505,2.830287713,0.935729716,-0.021909412,0.458925179,2.690690501,3.245033629,1.000276397,1.103846104,105,8.762333041,-14.66517462,-14.01206013,1.566364986,0.66432465,0.894732424
austin/nnp,-10.18891869,0.413253123,0.147679607,0.749144172,-0.114646023,1.255576998,0.741608223,1.013744332,1.001410484,1.013744332,0,11.83822841,-10.12684908,-10.07304978,0.510130717,0.630394351,0.995758971
australia/jj,-15.43041433,0.576721164,3.856050054,0.963811631,-0.244293498,1.428926955,1.926785281,9.932092333,1.289246138,8.671798941,24,9.605687802,-11.74792341,-11.99015991,1.532135115,0.811287241,0.855952442
austrian/jj,-12.54860327,0.73507833,-0.782237518,0.629727928,-0.123581864,1.664530458,1.143944838,1.016018796,1.000630716,1.016018796,0,9.332292483,-13.0141686,-12.95093329,1.018879505,0.445749174,0.952237878
austria/nn,-14.888988,0.554917713,2.990460231,0.918917259,-0.171766398,1.23308303,1.675115566,2.291028946,1.000352084,1.022919227,55,8.815518424,-12.25766501,-12.41369529,1.216438118,0.630671613,0.886160781
austria/nnp,-11.40633208,0.550415551,-0.506545658,0.689703105,-0.122788155,1.702977144,1.783838885,1.013273167,1.00068245,1.010895059,0,10.52532668,-11.68697494,-11.66494842,0.852181794,0.521569853,0.973429938
austria/nns,-14.81399356,0.592821388,3.090220336,0.942067778,-0.132690485,2.015982013,1.30992943,1.96290997,0.9999973,1.00263985,187,8.991313336,-12.06794257,-12.18746127,1.421886175,0.841880357,0.915996107
authentic/jj,-12.05466159,0.305442204,0.119214283,0.641357631,-0.036142121,1.170591289,0.932208025,1.160815353,1.004514375,1.160815353,0,9.85266783,-12.00619182,-12.02540344,0.424751943,0.363969586,0.949699041
auth/jj,-12.05466112,0.139525268,0.03057721,1.050665784,-0.479176762,3.178938494,0.55626905,3.889772808,1.196340115,3.889772808,78,9.378140332,-11.95783633,-11.98915371,0.402741086,0.373253746,0.843486331
authored/vbd,-12.65134509,0.302958367,-0.047391678,0.504482593,0.079287328,2.866185626,0.780233362,1.019881594,1.000752641,1.019881594,14,9.182146638,-12.67646226,-12.74513349,0.527987437,0.282899043,0.911101151
authored/vbn,-13.10683922,0.280470707,0.272434798,0.430622172,-0.011904669,2.017794553,2.449646725,1.075670513,1.000365397,1.025859318,189,8.895218584,-13.00590581,-13.05661649,0.586264231,0.183126506,0.899139848
authority/nn,-10.07278441,0.22724546,0.001831198,0.553817945,-0.080845342,4.905420067,4.420142999,1.005363173,1.000287002,1.005363173,0,11.77613553,-10.07137626,-10.07305218,0.304783492,0.229954691,0.995393274
authorize/vb,-12.68747928,0.486912936,-0.179130237,0.463015545,-0.005949373,2.950570668,0.857163244,1.009460737,1.000461223,1.001905305,11,9.172949983,-12.77511495,-12.8542447,0.710648818,0.297145317,0.946066991
author/nn,-9.348315508,0.233420438,0.153621782,0.899204288,-0.011837727,1.584815978,1.997588017,5.918518209,1.315063411,5.918518209,0,12.70203333,-9.310752495,-9.256445688,0.448517732,0.848943362,0.993256538
author/nnp,-11.26035428,0.177060575,-0.112234631,0.796276324,-0.205822457,3.360198197,2.485625417,1.002811747,1.000127938,1.002811747,0,10.51929462,-11.31105505,-11.33066267,0.341521144,0.527766722,0.933417969
authors/nns,-10.50571991,0.328714704,0.029005041,0.358658691,0.323782792,3.2002382,0.747703798,1.007036938,1.000517665,1.004331111,2,11.3898874,-10.44448021,-10.5110096,0.426929431,0.437118653,0.992843779
autism/nn,-12.07463995,0.852866654,-0.058774684,0.751859838,-0.088895863,1.51609728,1.357704867,2.388025895,1.001574618,1.013170263,105,10.5038339,-12.18242424,-12.05954985,1.266203043,0.581416803,0.992815911
autism/nnp,-13.31046446,0.797198555,-0.020578205,0.79625744,-0.192406645,1.782229762,1.373347428,1.739814771,1.000182433,1.005420965,118,9.155884186,-13.29787765,-13.23604518,1.251727482,0.586175609,0.983268522
autistic/jj,-13.42329006,0.805176045,0.011567728,0.79396401,-0.046783432,1.053127269,1.277198386,2.085555621,1.000304003,1.014607577,14,9.016027202,-13.49726701,-13.40907813,1.226528398,0.534161491,0.984806955
automaker/nn,-11.56056991,0.581201936,-0.079399314,0.554535929,0.029489676,1.603501109,1.25310398,2.494601994,1.002711333,1.072352176,46,10.49717345,-11.56377066,-11.61858423,0.794155167,0.437795981,0.986434617
automated/jj,-12.55945581,0.496785061,0.325331967,0.51941833,0.012617703,2.017136128,0.601201454,1.019210424,1.000181297,1.019210424,1,9.571226437,-12.4084837,-12.44217169,0.65875792,0.40732111,0.951047815
automatic/jj,-9.250377686,0.114885268,-1.335197315,0.969843243,-0.028670727,2.37377578,3.915638817,1.241345874,1.074766611,1.241345874,0,12.1175911,-9.589929886,-9.841366157,0.601086005,0.890265247,0.758162746
auto/nn,-10.30250756,0.327337914,0.228219318,0.670849435,-0.103996047,2.797958833,1.990754025,1.003096312,1.000842167,1.002181468,0,11.71640494,-10.23396883,-10.18865707,0.456050221,0.537356994,0.987311937
auto/nnp,-11.18726523,0.511758376,-0.064791293,0.716294267,-0.176171615,1.620282655,0.604191288,1.009537385,1.000238816,1.008333958,0,10.87708447,-11.1997517,-11.13762827,0.615494637,0.535578052,0.995737345
autonomy/nn,-12.14411839,0.451722252,-0.137791574,0.683531404,-0.152390967,1.41651504,1.01054799,1.818737268,0.999954338,1.001415528,73,9.71111566,-12.23295092,-12.25880047,0.631707889,0.363816327,0.963616027
autopilot/nn,-13.41813454,0.594196093,-0.253372526,0.766891723,-0.143932642,1.302574094,2.036741468,2.894550291,1.000071553,1.005270584,125,8.809862805,-13.68317388,-13.58115164,1.073273351,0.566182872,0.96801595
autoplay/jj,-15.74392771,0.512483375,0.896524003,0.993947264,-0.241098566,2.438805239,0.177415913,7.330514534,1.503910321,3.434274038,163,10.33999903,-10.35114063,-11.50858145,3.181744244,0.867480655,0.996677607
autoplay/nn,-14.56883745,1.142580344,1.21958613,0.991008428,-0.393656074,0.908814918,0.061280359,7.929765021,1.081498559,1.782220811,0,10.60969902,-13.73692788,-13.18357115,1.85495633,0.838938066,0.970509067
autopsy/nn,-11.80703855,0.618516837,-0.511972878,0.540851687,0.005160561,3.335258729,0.634174733,1.022395347,1.001173369,1.012625644,0,10.01824379,-12.03026268,-12.08209796,0.809368806,0.518626382,0.964367394
autumn/nn,-12.50467305,0.380378593,-0.070556376,0.597211852,-0.057614126,2.759467626,1.780808253,1.022599605,1.000241432,1.022599605,0,9.380167531,-12.54057494,-12.58550521,0.611859627,0.373606607,0.948154893
available/jj,-8.05149866,0.136517479,-0.124349039,0.506807803,0.245694279,2.196046427,1.203678982,1.031765818,1.003015265,1.031765818,0,13.7047086,-8.086304567,-8.113804566,0.185507847,0.550923049,0.979413744
avalanche/nn,-12.86054276,0.569519437,1.071176083,0.917037828,-0.147368834,0.637897641,2.356469719,1.020868555,1.002237751,1.015541282,0,10.49689727,-12.62981504,-12.35138952,1.433720081,0.676882712,0.969856566
ava/nnp,-13.59916653,0.736991634,0.632563317,0.693971489,-0.133691752,1.384147512,1.393303696,1.690426538,1.000821445,1.039927211,118,8.919988071,-13.31069515,-13.31713489,1.095388265,0.469260875,0.962637393
avengers/nnp,-13.40377025,0.759437794,2.096208611,0.760732224,-0.192712862,3.635912477,0.90635451,1.020988014,1.006086366,1.007052164,0,10.1738963,-12.46859997,-12.37754313,1.309105718,0.832101112,0.873063915
ave/nnp,-11.21460339,0.506195755,-0.263000031,0.543553882,-0.109901234,1.899477523,0.794735197,1.007990229,1.000736393,1.00561981,0,10.60964967,-11.36661589,-11.33402793,0.5852959,0.356379339,0.985940106
avenue/nn,-12.91662912,0.332225248,0.128144144,0.485435921,0.073572176,2.455161661,2.782760482,1.012219913,1.000054403,1.012219913,0,9.064389316,-12.8491921,-12.90885057,0.642702886,0.364464502,0.920459113
avenue/nnp,-10.21803435,0.313861502,-0.128511854,0.552701677,-0.114654294,2.469887146,2.055031365,1.00585994,1.001263063,1.00481759,0,11.58984021,-10.28679616,-10.26900129,0.415808591,0.405364933,0.993898644
avenues/nns,-12.63457619,0.328460866,0.105731537,0.404141891,-0.022389102,2.070840956,2.365952154,1.021981689,1.000473977,1.021981689,0,9.294129898,-12.58348083,-12.63413446,0.580492586,0.199244011,0.946312422
averaged/vbd,-10.95740975,0.293407775,0.01682086,0.832758036,-0.235140951,1.394652758,0.69463026,1.014874339,1.000441105,1.014874339,0,10.92635206,-10.95830541,-10.94238248,0.413274299,0.651852902,0.989260783
averaged/vbn,-12.041943,0.283187562,-0.120569342,0.782753906,-0.222864751,2.812779237,1.344410424,1.019315015,1.000232582,1.019315015,0,9.756841972,-12.10994586,-12.13931506,0.510500911,0.427964293,0.935147427
average/jj,-9.247691577,0.217073454,-0.125562828,0.651131839,0.030813707,1.497301604,0.718995663,1.004677194,1.001312582,1.002749089,0,12.50879233,-9.30387541,-9.319560564,0.264258068,0.474430964,0.988861774
average/nn,-9.276200662,0.219256031,-0.006810783,0.695349717,-0.059101175,1.399430976,0.730936826,1.005524119,1.001596803,1.005521701,0,12.54136204,-9.281185527,-9.286570596,0.268028179,0.455455308,0.997239528
average/nnp,-11.90526792,0.363995972,0.100339084,0.654307804,0.056007764,0.310445159,1.635555585,1.03746154,1.002142104,1.03746154,0,10.10797822,-11.86899488,-11.89556512,0.629977694,0.365832798,0.978828814
averages/nns,-11.90210405,0.271443358,-0.206901511,0.565828131,-0.032828969,2.092256835,2.813587032,1.007770273,1.00011921,1.007770273,0,9.875190953,-12.00991116,-12.02941967,0.506227303,0.402867752,0.950813479
average/vb,-12.68699464,0.355363571,-0.218777144,0.560032352,-0.094559944,2.558875904,2.569055261,1.0177873,1.000096544,1.0177873,0,9.135509061,-12.82550552,-12.84155397,0.618309586,0.273078619,0.927688354
avert/vb,-13.12984116,0.531896397,0.326229053,0.770824008,-0.084315964,1.520579761,0.411464095,1.007231463,1.000111726,1.004923632,0,9.136693832,-12.98791156,-12.96388921,0.793634811,0.604691947,0.939374652
avery/nnp,-12.09264966,0.757374188,-0.46944268,0.758007054,-0.201740415,1.454085744,1.47066256,1.026372619,1.000761298,1.022800689,0,10.23749246,-12.3601029,-12.32435682,1.136597287,0.636059522,0.983467606
aviation/nn,-11.5269188,0.547547591,-0.150949619,0.506860419,0.021276067,2.270057799,1.678502139,1.017669109,1.000499009,1.013098825,0,10.45986955,-11.61248288,-11.61471378,0.733430183,0.415037206,0.98870823
aviation/nnp,-11.61552371,0.581137344,-0.082627616,0.529534849,-0.030296816,2.525549112,1.137532884,1.008423813,1.000519237,1.008423813,0,10.34858995,-11.6594064,-11.68007842,0.744902297,0.342944673,0.98673145
avid/jj,-12.54366815,0.183261055,-0.197736707,0.94651802,-0.45958379,1.451941359,2.376574812,1.004292441,1.000397829,1.004292441,0,9.276502574,-12.6503361,-12.66036732,0.545898357,0.50956819,0.878144511
avila/nnp,-13.66207891,0.687605046,0.409435406,0.728621025,0.087913391,0.496210776,1.689901496,1.680134326,1.000181616,1.013561336,182,8.81135423,-13.63896664,-13.47324387,1.197485174,0.498483883,0.980923113
aviv/nnp,-12.74585678,0.680683645,1.136557284,0.687522074,-0.131172206,3.390704489,2.487057349,1.032499308,1.002482582,1.030360007,0,10.13237458,-12.27356748,-12.20791718,1.082159334,0.585757609,0.934553504
avoidance/nn,-12.81913301,0.677033574,-0.328936188,0.757126988,-0.111964201,0.40684747,0.608997603,1.08846673,1.001917984,1.08846673,0,9.253495642,-13.00183314,-12.9795755,0.855632302,0.652629929,0.958616117
avoided/vbd,-11.81163445,0.303591494,0.038158442,0.582193071,0.145095975,0.356307589,0.66789306,1.005387514,0.999977617,1.005387514,0,10.03653133,-11.80249566,-11.80296253,0.379758293,0.33524474,0.973845324
avoided/vbn,-11.90312521,0.255328936,0.215866083,0.537258316,-0.049755063,2.3256794,1.295008721,1.010106225,1.000197699,1.010106225,51,10.03227647,-11.80381048,-11.82105154,0.367046424,0.328374524,0.940448812
avoiding/vbg,-11.28781516,0.184717187,0.093759125,0.405713681,0.043484549,2.64257586,1.104124652,1.069681904,1.002270153,1.069681904,223,10.56421484,-11.24412877,-11.2566237,0.271355647,0.250552554,0.952277257
avoid/jj,-11.12438312,0.190798006,-0.648953692,0.915678033,-0.291945055,3.091611043,0.43465703,1.012555918,1.001662752,1.010751403,2,10.37542681,-11.49402751,-11.50026152,0.434650214,0.664996573,0.819972021
avoid/nnp,-13.26816707,0.397892086,0.511060007,0.51415918,-0.119610188,2.382621972,1.115432602,1.043204293,1.003614805,1.039129996,319,8.859363449,-13.03512175,-13.09513134,0.675317108,0.253360285,0.903471376
avoid/vb,-9.354943402,0.098655391,0.084845781,0.585392648,-0.011284687,2.443932518,2.496283522,1.013234809,1.000095043,1.013234809,0,12.48009561,-9.308007856,-9.313962798,0.156116971,0.437846154,0.974389724
avoid/vbp,-12.53848465,0.219370805,-0.004688987,0.470832816,0.079382436,0.774416936,2.051298378,1.337339249,1.027879134,1.337339249,31,9.301186055,-12.54359656,-12.59355375,0.47066116,0.167021552,0.927890826
awaited/jj,-12.07217333,0.397171084,-0.205586547,0.666568292,-0.146626562,0.858205661,0.336274923,1.518210496,0.999986711,1.008681014,19,9.729491244,-12.18744701,-12.186455,0.482470476,0.329303192,0.956172789
awaited/vbd,-12.83026146,0.324619015,-0.15791654,0.474000343,0.022012374,1.493609412,2.392039219,1.006046581,1.000066389,1.005274726,0,9.037771107,-12.94017869,-12.96684878,0.63424947,0.202695329,0.933060139
