day,lpobs,mu,low,high
0,-10.835451734726835,-10.62722756063594,-10.777952059381192,-10.469580510009417
1,-9.698965392319352,-9.714930786044015,-9.760391482344051,-9.670964739294948
2,-10.090361901667823,-10.097494435243991,-10.155502522895116,-10.041666413780604
3,-10.596800382026133,-10.538569063860855,-10.60688704639971,-10.466566921306217
4,-9.671319349554164,-9.676224937296166,-9.71355010776691,-9.63618848443343
5,-9.681669114934307,-9.689091891018261,-9.727115281985668,-9.64802480903479
6,-9.992235190169716,-9.985316174065192,-10.030311176772692,-9.93941405508377
7,-10.08572383937168,-10.070296333568743,-10.115210325358895,-10.024944047922428
8,-9.671186028631498,-9.69340128250975,-9.73425141365064,-9.6524838641162
9,-10.298159566720091,-10.264328013872474,-10.322030922280284,-10.204891540450713
10,-10.306673803394146,-10.291095781455947,-10.346482941840321,-10.233279789554189
11,-9.617004957662067,-9.62605567881424,-9.66369379764534,-9.587809120392546
12,-9.719724502744722,-9.72546565818918,-9.760852404278639,-9.689892926638992
13,-9.993237813069461,-9.977101587260966,-10.0222161530897,-9.931432596250094
14,-9.378932520426186,-9.3779520060655,-9.41269669402633,-9.34393756168441
15,-8.699070430907025,-8.709691277983593,-8.735290786356593,-8.684634798367952
16,-9.14277272220277,-9.140803024852007,-9.176838152701158,-9.103419089854302
17,-10.508798603425449,-10.450309213545042,-10.518384005287057,-10.378505638022903
18,-9.43830454347235,-9.441141954222898,-9.475727087111057,-9.404158949999207
19,-9.521023286503993,-9.53141340207317,-9.56782406345316,-9.495282866999075
20,-10.003981668992777,-9.987687407117537,-10.031291706169407,-9.94276649721371
21,-9.980952204521659,-9.972633893495543,-10.018014289592468,-9.92348407618032
22,-9.224198428887906,-9.237465130533034,-9.270933902771034,-9.202811129046365
23,-9.783583375993015,-9.790732629375782,-9.841041200055514,-9.739351288782947
24,-10.390673501199734,-10.339328894861124,-10.409564354894059,-10.267270374070002
25,-9.43865125548623,-9.439835120967556,-9.474598127905647,-9.40486253040333
26,-9.350859725517113,-9.3601869623451,-9.397787547382267,-9.321375186428611
27,-10.664111171691694,-10.603709255137943,-10.665288438807819,-10.53705411336025
28,-10.636089507682678,-10.628273800927337,-10.701947249697632,-10.55439830303214
29,-9.61960561475866,-9.654495360227246,-9.708864224502364,-9.5973540437361
30,-10.989908856899223,-10.807201269493838,-10.888660686272441,-10.718279889544762
31,-10.059207058255115,-10.05864317610549,-10.118449240458695,-9.999059169020393
32,-9.675463109023639,-9.673665987475811,-9.715315403577556,-9.631622888642745
33,-9.230778031071814,-9.226997196906611,-9.258373373861703,-9.194744035179859
34,-8.463205194060805,-8.473515191628376,-8.496864565253977,-8.449009854734722
35,-9.268821056770362,-9.27403732786571,-9.30876467572749,-9.24013084261735
36,-9.70653508850111,-9.68146813883876,-9.72817835621264,-9.635386754241098
37,-9.307012512032108,-9.324705011195398,-9.366939783675392,-9.282794196301083
38,-9.65951484851743,-9.63837455750271,-9.683842797303924,-9.590898154447538
39,-9.269950225695924,-9.278426723243859,-9.310451424663004,-9.244147355116967
40,-9.39765564930278,-9.39053480687081,-9.424401156592022,-9.356293177752933
41,-8.954936499555286,-8.957447693384413,-8.983561467755871,-8.931443992693545
42,-8.68124193764745,-8.687348052226188,-8.712847997352643,-8.661782502989306
43,-8.965347488379997,-8.964510750931423,-8.99382665252904,-8.935124843707086
44,-9.001689709094112,-9.00390500506926,-9.036824425446882,-8.969768537441114
45,-9.057449378558484,-9.056673441865415,-9.091038136483036,-9.02209942116176
46,-8.90142057029204,-8.906299899293384,-8.93438680397616,-8.878232144610887
47,-9.036072015229824,-9.036287006384818,-9.065656306433857,-9.005846199138167
48,-9.100965491444082,-9.105696422968347,-9.133648087684819,-9.077663984927959
49,-9.454304574423908,-9.448631518929831,-9.483967418879867,-9.41457767465419
50,-9.421774577494077,-9.429340610220748,-9.462709283788044,-9.394487579647194
51,-9.739006563336918,-9.740270367373224,-9.7810340531429,-9.696806707316787
52,-10.183387594111396,-10.143859792960223,-10.202201846963426,-10.085809522499636
53,-9.774958484540097,-9.782776492038062,-9.826875177477618,-9.73889075846915
54,-9.688436392534516,-9.702164556257946,-9.738912759814482,-9.6650858974956
55,-10.001627136044554,-9.989140743610507,-10.03483365383435,-9.942978350526126
56,-9.022699025419268,-9.032084706238821,-9.062855010340012,-9.001708325940067
57,-9.35316819795877,-9.358462671654998,-9.394251851684302,-9.322006585764909
58,-9.894816392990304,-9.890370130566163,-9.942906011591456,-9.835995708150262
59,-10.244322706755446,-10.214164570552763,-10.282437059615177,-10.144302773639414
60,-9.28394121207586,-9.286695995990351,-9.320216941115522,-9.25190782004389
61,-9.228889366422555,-9.236984953877363,-9.269980536278572,-9.203626837734596
62,-10.1307165847343,-10.103073830265735,-10.153382682593657,-10.052396420548346
63,-9.93811940054358,-9.935643395728762,-9.981995283845766,-9.891021308337049
64,-9.489209720515941,-9.492770613733564,-9.526539043093488,-9.458100831066783
65,-9.290144818213642,-9.305128445824128,-9.342088556128566,-9.267593919402216
66,-9.75832709226908,-9.736496396852758,-9.783924135096708,-9.690088143051586
67,-9.437805196432489,-9.435347032215674,-9.469596114816936,-9.400041592268122
68,-8.886735681899879,-8.890656743174914,-8.91604369701999,-8.864029989378293
69,-8.602082950506773,-8.606956385870442,-8.628681419254365,-8.585503227310122
70,-8.777901017591926,-8.777221995341169,-8.80146403010745,-8.752313813683983
71,-8.784998590352224,-8.786959226269731,-8.811901808469521,-8.761784158284648
72,-8.77996024571572,-8.786359363309513,-8.815362949401536,-8.758173141540556
73,-9.271357888333597,-9.2726628957838,-9.309986957624147,-9.234329834808593
74,-9.75590015559067,-9.73845029552393,-9.777140718943109,-9.698212211102025
75,-9.493592210635603,-9.491187987133033,-9.525920676607273,-9.455706206787234
76,-9.029971798953653,-9.042113364659569,-9.069503039540944,-9.01438333806564
77,-9.70713155833699,-9.700042746096111,-9.737914145578001,-9.660664021432574
78,-9.821836781788594,-9.81497181322123,-9.857961872066296,-9.772837438219844
79,-9.639883834817699,-9.637742975479998,-9.682430886457674,-9.590711669411538
80,-9.331680168688013,-9.327388849091305,-9.366470255543815,-9.288895357649878
81,-8.757842165809175,-8.769279085495027,-8.796771033835228,-8.742342748012762
82,-9.38037879029129,-9.372631010839838,-9.407556279001247,-9.338016244129184
83,-9.188730063983217,-9.189223880555293,-9.219747748911193,-9.158662305258753
84,-8.924231962627642,-8.933534722732583,-8.959086361810943,-8.906276334800149
85,-9.359794549409623,-9.359993682136578,-9.393836190818913,-9.325776645238973
86,-9.684520643110961,-9.678171527383327,-9.7240640335325,-9.629820745737398
87,-9.803877199364628,-9.79054650719396,-9.838093716713256,-9.741863525720976
88,-8.943043763474243,-8.951107705899043,-8.977601094432785,-8.924095622971873
89,-9.01639640358299,-9.015027157026049,-9.040271453159006,-8.9897506560533
90,-8.92269438747398,-8.922545198844874,-8.946229078253525,-8.898470668889386
91,-8.67271161677167,-8.677931875261125,-8.702868521869839,-8.65173228872462
92,-9.53451928585999,-9.523279245320932,-9.560891907995462,-9.485375166977018
93,-9.135583812478686,-9.15096562880083,-9.188926147979691,-9.112422761495688
94,-9.438331539206715,-9.41987349730199,-9.462289676197525,-9.377973782566428
95,-8.593964040456779,-8.600115496423319,-8.621911274378167,-8.579012628590387
96,-8.546779855369445,-8.547216639282908,-8.567044325159749,-8.526715660775274
97,-8.5108023449593,-8.514453634273163,-8.534774935463641,-8.493899533994963
98,-9.04336242861482,-9.039353232689418,-9.067317661380525,-9.009510753459637
99,-8.958835819365413,-8.959108702923151,-8.983954032284986,-8.934382373974175
100,-8.856787396907839,-8.864161242514859,-8.89419089057781,-8.833161685553847
101,-9.699464681498794,-9.674690032414713,-9.717412746752027,-9.630822819852488
102,-9.328416162633738,-9.330786613361347,-9.36380161807001,-9.297855633519756
103,-8.90943848340808,-8.9155363936074,-8.941724509925873,-8.889900802742297
104,-8.995456316112731,-8.9944991133087,-9.021477439702368,-8.96817799604362
105,-8.88106435680199,-8.887195222339688,-8.910551955502783,-8.863157124715398
106,-9.308768589440035,-9.312302301772535,-9.344776550551218,-9.277295311146773
107,-9.927927678392196,-9.904549605023082,-9.957172052814819,-9.850217272049065
108,-9.885922438212038,-9.879038661593835,-9.930796303550634,-9.828368491576633
109,-8.938293496633207,-8.944054909064405,-8.970602770410018,-8.91665910295855
110,-9.008285592234268,-9.012909411621571,-9.039689192739178,-8.985470245429894
111,-9.737289983614955,-9.720391617329922,-9.761089976760996,-9.680486317543131
112,-9.42924160403226,-9.429462932337097,-9.461204801785774,-9.397249891869178
113,-9.059620985421054,-9.06989415478118,-9.098949581368855,-9.040602627204034
114,-9.514666356149561,-9.516475633965863,-9.559850325684057,-9.472948139793077
115,-9.874803829800804,-9.84546193820817,-9.897833168558542,-9.792044473004172
116,-9.347338003334592,-9.359029365195191,-9.391880184194958,-9.326358958875442
117,-9.722131244025839,-9.711580028055478,-9.749108751423568,-9.67205911150395
118,-9.610742347820146,-9.609975643369022,-9.646893019156153,-9.573860904554799
119,-8.371695438854493,-8.37988970952727,-8.399790860976786,-8.359504091326889
120,-9.02268727836701,-9.023533531470152,-9.05234487277132,-8.994672272724308
121,-9.342333791027452,-9.352209262577956,-9.396611795059435,-9.306785473778849
122,-10.274074094340774,-10.199244073823223,-10.260393907807257,-10.136256125019788
123,-9.785573081116937,-9.785546184089124,-9.825365377297226,-9.743710058138648
124,-9.348689030321578,-9.354983316848804,-9.389825731381485,-9.31966576708505
125,-9.309826146286582,-9.306210575561368,-9.337301308320301,-9.273050740234032
126,-8.855983597061845,-8.865684205651805,-8.893097293343805,-8.838745940692052
127,-9.623643623403009,-9.611017352087323,-9.647902846801554,-9.573019030391508
128,-9.450632826812955,-9.46283005655977,-9.50511239241559,-9.419588684287636
129,-9.720592679253766,-9.715920946967655,-9.768881772124427,-9.664934550952779
130,-9.762605475169929,-9.754154959690492,-9.794488156493419,-9.712375623255731
131,-9.2135914411682,-9.215707732938506,-9.245706367520103,-9.184100830746967
132,-8.942597669607613,-8.948511378315276,-8.974271368693728,-8.920719956376466
133,-9.002245986457037,-9.002982435354674,-9.032003777585789,-8.97395979072726
134,-9.04856385755978,-9.041536691126206,-9.070872025665226,-9.01247412707722
135,-8.577949700644375,-8.587037109338837,-8.614900850504203,-8.559922282427351
136,-9.636886839416723,-9.61872496312605,-9.667338824601535,-9.570455248476026
137,-9.069131967311993,-9.076813197771296,-9.106079368664698,-9.047321952972787
138,-9.111725056222577,-9.106947794426105,-9.135546270742388,-9.077545406807667
139,-8.64050999690093,-8.647248118733913,-8.670749456136571,-8.623402962114648
140,-8.908184104851426,-8.909473384976748,-8.938545764229318,-8.879742989983557
141,-9.146486567012387,-9.145704844648439,-9.177939116787199,-9.11268830090732
142,-9.25376071586107,-9.26435087193536,-9.30441219462901,-9.220122625481844
143,-9.7275568681233,-9.69351955182014,-9.749027156774098,-9.640171611907887
144,-9.052200534530318,-9.058216241652971,-9.088183018680141,-9.029073106049498
145,-8.91651954280244,-8.923011170669225,-8.95216340144568,-8.894712866431378
146,-9.19156982827776,-9.191357687038261,-9.220781723161508,-9.159890118069136
147,-9.345500650659837,-9.34134900779979,-9.373312561318514,-9.307817881697146
148,-9.083772877432814,-9.093775430632231,-9.124838989288177,-9.063152581520134
149,-9.808340872023294,-9.80348739029909,-9.855942087430686,-9.748627060872987
150,-10.237048071224798,-10.192001234696773,-10.256018905500166,-10.1250035356345
151,-9.44521116586309,-9.451851602574333,-9.487109887893316,-9.414885882748433
152,-9.411674851998614,-9.41067537864667,-9.444236721646337,-9.376655207319784
153,-9.178211080419043,-9.186359021467648,-9.219104212767087,-9.152387211751812
154,-9.516702259088026,-9.504749839526175,-9.540779779949034,-9.46754206669944
155,-9.143143608196517,-9.155219588723625,-9.186622993399324,-9.124385807146904
156,-9.623900462180131,-9.628665905755149,-9.673932894245983,-9.58200995802428
157,-10.201095910290316,-10.158347768718087,-10.214545937135224,-10.097909345477035
158,-10.09414594673325,-10.084327837782235,-10.131957649411552,-10.036154400367186
159,-9.512306609718472,-9.525351102378696,-9.558581554604551,-9.490670669145679
160,-9.762757108368744,-9.746653852301119,-9.788106931874376,-9.706286629338788
161,-9.322778691231058,-9.327046789733815,-9.360230448188004,-9.293826504075268
162,-9.14786790146534,-9.158588279273198,-9.190343421225812,-9.126023502006898
163,-9.64693263111176,-9.639693084605739,-9.688184810787126,-9.58894705097384
164,-9.8631744895613,-9.854452020370188,-9.906004051736549,-9.802822458591113
165,-9.826848864724926,-9.827695116867279,-9.870361890071534,-9.786137938095454
166,-9.828661864692126,-9.821728703375813,-9.868314973227681,-9.776531579846491
167,-9.026887045940708,-9.040962647858612,-9.070253816623485,-9.010426557079963
168,-9.69659695351667,-9.675670098155308,-9.719460711532648,-9.632669205086186
169,-9.285155375485617,-9.287079412052734,-9.320295055408707,-9.251379508463842
170,-8.946642266530967,-8.961502920820163,-9.00201821548272,-8.922368786554568
171,-9.931106610612115,-9.891678841081164,-9.95355270298742,-9.830545638985296
172,-9.301104387349381,-9.30640594999534,-9.342233180304763,-9.27031035020772
173,-9.057849750031203,-9.063807516772695,-9.094440505019243,-9.032379450194034
174,-9.143144518683059,-9.140651431432671,-9.171163479758384,-9.110234427490308
175,-8.934472556106533,-8.94239489295182,-8.969969892454966,-8.913157459732068
176,-9.272102458349734,-9.277207372517045,-9.312668745836252,-9.242155087613378
177,-9.826526342169217,-9.804552073884128,-9.860528076336854,-9.748235088966116
178,-9.899728971192943,-9.894704373348809,-9.949059677643511,-9.840144982162958
179,-9.8635916255618,-9.861286680659516,-9.906401915414964,-9.814843387678367
180,-8.776519406001443,-8.782813891970466,-8.809513000931478,-8.755508711509838
181,-8.773414972838369,-8.768425942669209,-8.79616911545647,-8.74104933132376
182,-8.30520656206135,-8.31262189773693,-8.331675229894051,-8.292754913203446
183,-8.93260816057959,-8.932549874536909,-8.96196785933684,-8.902885983965986
184,-9.761465140556862,-9.779028981283552,-9.833627189413342,-9.724444981784242
185,-10.60871758804806,-10.484622245904678,-10.555952438192183,-10.4094578183671
186,-10.015528047793536,-10.021777072866925,-10.079618277874019,-9.962956041910749
187,-9.281919766770477,-9.273797983897248,-9.318007776981107,-9.230049632587516
188,-8.337438188948454,-8.349772263281825,-8.373727151117063,-8.325963897474695
189,-9.141491021186948,-9.143699718104083,-9.175450073797533,-9.110908319134092
190,-9.356744629942098,-9.348823193263634,-9.387123496842927,-9.313598683555236
191,-9.076997946005804,-9.088216590288507,-9.126027107953034,-9.052812420014646
192,-9.33380490535343,-9.316338208663188,-9.358325196718887,-9.27271562788797
193,-8.732174574531435,-8.741077282684106,-8.767427606320483,-8.713287202509159
194,-8.94446503894314,-8.942419349167043,-8.971283031917501,-8.91456115966977
195,-8.86960952195985,-8.86432074855141,-8.891237295317797,-8.837905878344278
196,-8.165833661604202,-8.172508648680548,-8.190630373069961,-8.153953913983784
197,-8.4511172520196,-8.45328169266608,-8.474406753795973,-8.43204384925865
198,-9.01784089808342,-9.006134320435864,-9.042163451430138,-8.970924787942945
199,-8.739433762552421,-8.748804176435431,-8.778147639899947,-8.719094090072886
200,-8.972134315602805,-8.971112977574904,-8.998828063135804,-8.943298411744083
201,-8.892916011333444,-8.89055524397301,-8.915364768985619,-8.865055697846044
202,-8.61615412442115,-8.619116472994397,-8.640366648114082,-8.597374385689601
203,-8.534741612450098,-8.538999033545101,-8.560285277157224,-8.517767823348416
204,-8.921610265148063,-8.916015800210516,-8.94324963885471,-8.887625328506473
205,-8.632076458881615,-8.640925429451062,-8.671751751160135,-8.610397267077786
206,-8.899735642480806,-8.902708402606693,-8.936894429030392,-8.867440989531275
207,-9.818195785606136,-9.798609749276133,-9.83918073782899,-9.75588844241181
208,-9.427413127445089,-9.426780310550281,-9.464040567216372,-9.387054636635062
209,-8.973148475799995,-8.983435984053397,-9.011879301704955,-8.955515480506815
210,-9.61950103959886,-9.619151757172824,-9.655216855695846,-9.581791826342926
211,-9.975107824837872,-9.958230729425921,-10.001868196399599,-9.911681880045649
212,-9.679070104574437,-9.69676388685556,-9.737897366451461,-9.654109114013856
213,-9.936412263621992,-9.921390466305303,-9.970157143557145,-9.869603074705134
214,-9.761574509442177,-9.75617586778402,-9.799641292466287,-9.714385794512033
215,-9.417768447987159,-9.42892112901391,-9.461281912958686,-9.394676828782492
216,-9.74367413455387,-9.741860897545225,-9.785360381105503,-9.700131912983489
217,-9.981022242354253,-9.963420618424163,-10.006390227983966,-9.92029179999351
218,-9.574940405540117,-9.592488564720922,-9.63055589055995,-9.551878666547527
219,-9.93359158710592,-9.920589753671345,-9.974548447651163,-9.864898908893089
220,-10.016331001087197,-10.005591322460713,-10.059796293679309,-9.952137363870195
221,-9.925523236819227,-9.916205399215745,-9.973686647895216,-9.856661063553103
222,-9.196645852152281,-9.192864531859989,-9.225727235429511,-9.160556145157823
223,-8.457027318525089,-8.466509074538223,-8.487952094448794,-8.444458709041495
224,-8.775700220325897,-8.77665300495459,-8.800949244293951,-8.751892490651697
225,-9.588330189911588,-9.579682486528144,-9.618489180649002,-9.540460511715086
226,-9.558409487662232,-9.562373735192121,-9.606786806641638,-9.518323155589497
227,-9.648614910558244,-9.64992300848504,-9.694569924523941,-9.606246359409969
228,-9.745200238736228,-9.733996846816604,-9.774510397073202,-9.692780928225615
229,-9.38968600250015,-9.394052081064673,-9.426806495421022,-9.360108431123642
230,-9.378753629915714,-9.379166761121065,-9.412818777079545,-9.345323751526228
231,-9.283810719211138,-9.28397339209101,-9.314790096538884,-9.253212606399579
232,-9.133720806428933,-9.139721176000855,-9.171515576897304,-9.106880659332061
233,-9.287351566175612,-9.294311598040261,-9.334597225817655,-9.253997362025697
234,-10.458397399518992,-10.392079244893589,-10.463876313750763,-10.318467242126442
235,-9.258249578977583,-9.255500232757152,-9.288416806779079,-9.22243176810778
236,-8.931132036055226,-8.935724923786301,-8.96322686475584,-8.908238254857192
237,-8.935106043656944,-8.935172048474318,-8.961389650286995,-8.909197276654506
238,-8.844683843322542,-8.84895791220621,-8.875354231355983,-8.822864203400638
239,-9.022204478227213,-9.025427719347915,-9.054734668014241,-8.99564366313978
240,-9.384897366298588,-9.38886846720128,-9.431230756287045,-9.346317192681836
241,-9.844425390845327,-9.825135690579303,-9.873354410505605,-9.777047096330223
242,-9.762513005173883,-9.76216969626334,-9.804076251476982,-9.720230735665599
243,-9.647888247876892,-9.66175751594067,-9.697343687856854,-9.624515173656867
244,-10.086958295857032,-10.062793306788091,-10.108599645970408,-10.016977095084581
245,-9.389230941433619,-9.391404344562073,-9.425907541411837,-9.35647826544529
246,-9.028291618434963,-9.033517641789478,-9.061874580176479,-9.004457049903474
247,-9.026264405818596,-9.036955802942538,-9.077216628815655,-8.997413996466186
248,-9.531617008883723,-9.525630696826612,-9.572801771913227,-9.476832766125856
249,-9.724951440942897,-9.711984668784405,-9.756272496147307,-9.666138062637273
250,-8.950650709388341,-8.958360262478754,-8.984824200709003,-8.931822050495494
251,-9.053833465821457,-9.051513885758228,-9.0799899377916,-9.0256116720763
252,-8.874387225410613,-8.880082731824064,-8.906861031896877,-8.853167609657463
253,-9.040925245854904,-9.042691221524702,-9.073075681131034,-9.012772448348526
254,-10.084969417548253,-10.050110225079308,-10.116820667934585,-9.986544978874928
255,-9.958169916375192,-9.972852979279837,-10.029033825308439,-9.917485187915599
256,-10.166437844351067,-10.148586244462317,-10.194879544607392,-10.100690827309268
257,-9.795913774039947,-9.79644055323538,-9.835540252124504,-9.757531486933878
