day,lpobs,mu,low,high
269,-12.156522239324984,-12.334509183662668,-12.500485249965637,-12.154423032581892
270,-13.459850337115125,-13.21525493619837,-13.378213936899602,-13.04627297526437
271,-14.148445115801055,-13.601936984872262,-13.792003447912483,-13.393834068039771
272,-13.53928856720721,-13.50262698119577,-13.716363592205223,-13.264736772802296
273,-13.263125013156223,-13.227704587141114,-13.446954053963134,-12.962062582614656
274,-12.278852780716143,-12.326038203433672,-12.462935212008277,-12.193806352960038
275,-11.725261736537247,-11.792399297109215,-11.915070346502628,-11.668499497874667
276,-11.576515967435624,-11.647131421705321,-11.774683422757965,-11.516249452913975
277,-12.924013098802561,-12.956393305607289,-13.114348642984888,-12.796343743975516
278,-13.754718184578332,-13.358665445068086,-13.531928119476534,-13.167966525235714
279,-12.884599509893365,-13.022667382702345,-13.19662064810545,-12.865248899433208
280,-13.171770494076563,-13.185797610910464,-13.355750543539271,-13.004229068842353
281,-13.479161680400686,-13.39997343353278,-13.576220744540096,-13.20932067722014
282,-13.50510150646478,-13.518311798432514,-13.746031611337198,-13.290640122106945
283,-14.18598766235245,-13.632294914076832,-13.902133028849246,-13.353738951822855
284,-12.8739199666627,-13.043500254843444,-13.222403577907293,-12.847616320960686
285,-13.209971701185763,-13.164626053977942,-13.329891518057906,-12.98735049019993
286,-13.037312650510087,-13.132744509715915,-13.285621175062063,-12.985401314572792
287,-13.740053768873528,-13.40746613269804,-13.585414614199765,-13.21494762545644
288,-13.076476959945511,-13.137275696166029,-13.331447877592403,-12.943466606635775
289,-12.99082281808198,-13.103461760963166,-13.280601144936686,-12.881596650523067
290,-13.894573093117943,-13.370507167399639,-13.609921932099958,-13.118971561812586
291,-12.64416834719516,-12.85071732846516,-13.00480911465969,-12.686035254159318
292,-13.747495065829332,-13.260669131354748,-13.42487672008973,-13.085175071009292
293,-12.85404321171684,-12.864370200957866,-13.030251804032995,-12.682115856401923
294,-12.320856440482624,-12.424722173927853,-12.563225508411419,-12.290258861805713
295,-12.715243329209368,-12.592722524540928,-12.73518314014034,-12.434281450143759
296,-11.88824910270604,-12.065496481500324,-12.218229972258278,-11.89996135027697
297,-12.714860594646568,-12.655806274275186,-12.83565440104062,-12.4828280094726
298,-12.633597731239579,-12.82028046615276,-12.974648089682386,-12.668324815745255
299,-14.073405426467826,-13.455432098105298,-13.632989108413405,-13.27668158643847
300,-13.511959038824779,-13.388659914900284,-13.57748149154465,-13.1854436272821
301,-12.934887158135405,-13.044263904403742,-13.19405944664917,-12.88736251032613
302,-13.354845813836688,-13.19055963222136,-13.388592938017373,-12.968431363561377
303,-11.868929517244801,-12.053935631706304,-12.205522590919658,-11.890210999787712
304,-12.894032960027761,-12.758001316523492,-12.930394526660953,-12.590581750904605
305,-12.719062771224657,-12.80943485480731,-12.965374816360804,-12.662286245887193
306,-13.173001145870591,-13.148063423523205,-13.295601643413601,-12.993709717777577
307,-13.352687486695755,-13.369631477657117,-13.548886719504287,-13.193268476362364
308,-14.27455603200578,-13.664310768469367,-13.870397513553872,-13.431009956976363
309,-13.150167890971854,-13.280121191973599,-13.448747354012992,-13.08976163493245
310,-13.579155112677833,-13.26176798021138,-13.468846568560796,-13.032069320383593
311,-12.563036729482086,-12.70627387942354,-12.894979611340712,-12.520597104744715
312,-12.653693471687161,-12.7602628494622,-12.908913483343099,-12.600152227559958
313,-13.145128279495621,-13.008360322216346,-13.187288610158044,-12.82357700563798
314,-12.774535104388699,-12.84856776951961,-12.992380905482076,-12.695536377760101
315,-12.860101907653279,-12.886578530341982,-13.021819723877426,-12.748673458443879
316,-13.073379834538441,-12.984022088172289,-13.135800033616112,-12.817694602910867
317,-12.535816044213309,-12.681920510458863,-12.844408363383867,-12.516730485798092
318,-12.702532021709743,-12.703693273581738,-12.85897138208808,-12.543086445912223
